raw_rows,provider_status,pass_event_time_finite,fail_event_time_finite,pass_current_speed_finite,fail_current_speed_finite,pass_speed_gt_zero,fail_speed_gt_zero,pass_speed_le_130,fail_speed_le_130,pass_travel_time_finite,fail_travel_time_finite,pass_travel_time_gt_zero,fail_travel_time_gt_zero,pass_confidence_finite,fail_confidence_finite,pass_confidence_ge_080,fail_confidence_ge_080,pass_confidence_le_100,fail_confidence_le_100,pass_valid_record,fail_valid_record,pass_valid_coordinates,fail_valid_coordinates,pass_valid_speed,fail_valid_speed,pass_valid_travel_time,fail_valid_travel_time,pass_valid_confidence,fail_valid_confidence,pass_valid_time,fail_valid_time,pass_road_closure_false,fail_road_closure_false,quality_pass_rows,quality_fail_rows
244477,NOT_APPLICABLE_COLUMN_ABSENT,244477,0,244477,0,244477,0,244477,0,244477,0,244477,0,244477,0,243307,1170,244477,0,244477,0,244477,0,244477,0,244477,0,244477,0,244477,0,244477,0,243307,1170
