model,fold,horizon,calendar_day,spatial_block,n,MAE,RMSE,sMAPE
GRU,6,3,2026-02-25,4,232,1.323409403877697,2.4779565869588467,1.6501115710052998
GRU,6,3,2026-02-25,5,139,2.960292270334123,4.525109833241969,5.151457479609722
GRU,6,3,2026-02-26,1,252,0.6295359172518293,0.8575401540650796,0.7641244100955279
GRU,6,3,2026-02-26,2,247,0.8095642721336592,1.6024174842145857,0.8415472363206761
GRU,6,3,2026-02-26,3,261,0.954744127061632,1.7390175494100333,0.9781860579742395
GRU,6,3,2026-02-26,4,237,1.780234032672799,2.888622759842658,2.233316125362084
GRU,6,3,2026-02-26,5,152,3.044757515831068,3.9697842162078487,5.326638891784657
GRU,6,3,2026-02-27,1,242,0.42391981960328146,0.5733337746857741,0.5117019502521973
GRU,6,3,2026-02-27,2,251,0.43827708147084654,0.638148480728026,0.4533735333978743
GRU,6,3,2026-02-27,3,246,0.5253489321163353,1.1077360118994026,0.5348243299413257
GRU,6,3,2026-02-27,4,257,1.5123258904878885,2.5607044967471673,1.8459342433823378
GRU,6,3,2026-02-27,5,165,1.9449886857192258,2.7010954938636313,3.5341559781113325
GRU,6,3,2026-02-28,1,213,0.31537090295543874,0.4041391983571154,0.38350767441427014
GRU,6,3,2026-02-28,2,228,0.43440247449571234,0.7018247681468293,0.44787842860364885
GRU,6,3,2026-02-28,3,211,0.44330391223459514,0.7548377290691399,0.4492272614735762
GRU,6,3,2026-02-28,4,219,1.0834796704879852,1.5191554646848557,1.3428234486446669
GRU,6,3,2026-02-28,5,132,1.8961788031923785,2.2906546790047284,3.496041027732054
GRU,6,6,2026-02-23,1,206,0.5754411600682857,0.864686786674656,0.7043775429443973
GRU,6,6,2026-02-23,2,184,0.5970596617546632,0.8991218416772696,0.6127272667676714
GRU,6,6,2026-02-23,3,193,0.6308552242931307,1.124092634795425,0.639181680164786
GRU,6,6,2026-02-23,4,211,0.6556081934227994,1.0905585119786438,0.8282009556387017
GRU,6,6,2026-02-23,5,115,1.3147755616413794,1.7495471384313943,2.3892857474833336
GRU,6,6,2026-02-24,1,163,0.36570447988061566,0.45320207842740934,0.42783929790747266
GRU,6,6,2026-02-24,2,127,0.6189592696863203,0.8584649009054612,0.6372367499503058
GRU,6,6,2026-02-24,3,145,0.7098474167863986,1.006906110636626,0.71817602622597
GRU,6,6,2026-02-24,4,152,1.012395623227541,1.4743227103765824,1.2045568415266121
GRU,6,6,2026-02-24,5,93,1.1994126526875506,1.5730343628532337,2.111555730204453
GRU,6,6,2026-02-25,1,247,0.3320962131103845,0.41407550370527374,0.39817950615185166
GRU,6,6,2026-02-25,2,255,0.49467719848898734,0.6809821466895124,0.5081546466470243
GRU,6,6,2026-02-25,3,261,0.5530201740462483,0.7677471888809891,0.5577719610030838
GRU,6,6,2026-02-25,4,258,1.134115024055177,2.026371027452384,1.4193087715897696
GRU,6,6,2026-02-25,5,158,2.740409077046569,3.9040324513807474,4.791801985082571
GRU,6,6,2026-02-26,1,264,0.5704959830852467,0.7103836574113689,0.6855908212430462
GRU,6,6,2026-02-26,2,263,0.7618041375475425,1.1464066167524194,0.7878731716064511
GRU,6,6,2026-02-26,3,264,0.8163542718598332,1.210996077367019,0.8298600467851298
GRU,6,6,2026-02-26,4,261,1.624268649185027,2.366410721975139,2.0515716490383915
GRU,6,6,2026-02-26,5,162,2.821147879280889,3.4586617014432375,4.713193589538881
GRU,6,6,2026-02-27,1,264,0.403419595776182,0.5015794269179051,0.4769778237955626
GRU,6,6,2026-02-27,2,264,0.48097731743329786,0.6322161723039956,0.4979699631792431
GRU,6,6,2026-02-27,3,262,0.4731061189633691,0.8676355110003455,0.47906315231982916
GRU,6,6,2026-02-27,4,264,1.5738305335895786,2.514013912953238,1.8967765089741975
GRU,6,6,2026-02-27,5,168,1.949919444963835,2.742589533219849,3.407496283776466
GRU,6,6,2026-02-28,1,197,0.37142624572650645,0.4461100872749805,0.43566166174221066
GRU,6,6,2026-02-28,2,198,0.4374507343193763,0.5495840813375122,0.45099233716370435
GRU,6,6,2026-02-28,3,191,0.4706290635069556,0.6511533489534537,0.4746363526786137
GRU,6,6,2026-02-28,4,198,1.0522639072302613,1.474048220063381,1.3364806184832387
GRU,6,6,2026-02-28,5,126,2.068737979779028,2.3951141762584096,3.8563501984610986
HA,1,1,2026-01-19,1,172,0.44465932919997575,1.3058977369117224,0.5025469343588174
HA,1,1,2026-01-19,2,181,0.6847410254715556,1.743652091117236,0.7129841608654589
HA,1,1,2026-01-19,3,169,0.6186386650130593,1.1461902848497663,0.6274434910775695
HA,1,1,2026-01-19,4,182,2.5759048601646564,3.9663445513444815,3.378201696677771
HA,1,1,2026-01-19,5,123,6.643009092749619,7.809817856305829,12.473417540769644
HA,1,1,2026-01-20,1,174,0.2668018998770878,0.28307537890339546,0.293861017920361
HA,1,1,2026-01-20,2,171,0.5819294355068988,1.2430082726024998,0.6026365859098995
HA,1,1,2026-01-20,3,184,0.5809868936953337,1.0264026608175254,0.5885360521437482
HA,1,1,2026-01-20,4,173,2.21880018642183,3.4853940099238256,2.8846560390899487
HA,1,1,2026-01-20,5,119,5.743389802820542,7.067146488460268,11.005734641453587
HA,1,1,2026-01-21,1,193,0.3711686208458144,0.7306068583026035,0.4108016947638263
