model,fold,horizon,calendar_day,spatial_block,n,MAE,RMSE,sMAPE
Persistence,4,6,2026-02-15,4,169,4.147764624744299,6.089186957883035,5.3777229886126
Persistence,4,6,2026-02-15,5,117,7.4021366568409706,9.041267587153508,13.534615503061806
Persistence,5,1,2026-02-16,1,245,1.5080865520006654e-07,4.1190926235043093e-07,3.203442762569929e-07
Persistence,5,1,2026-02-16,2,242,0.16942166397011213,1.3213128866558401,0.19069138692152635
Persistence,5,1,2026-02-16,3,244,0.06489108756407097,0.419864757288751,0.06578502168408375
Persistence,5,1,2026-02-16,4,242,0.7534438381307991,2.092363306412249,1.047671147887877
Persistence,5,1,2026-02-16,5,153,2.446623155714441,4.154243518340661,5.044755011412602
Persistence,5,1,2026-02-17,1,7,2.4368668099279082e-08,2.722638112258197e-08,2.6866621112130317e-08
Persistence,5,1,2026-02-17,2,9,1.7556888249398779e-07,2.5504443052610393e-07,1.783782297885842e-07
Persistence,5,1,2026-02-17,3,8,3.9223840531121823e-07,3.923328203240339e-07,3.941635638742125e-07
Persistence,5,1,2026-02-17,4,6,0.04166689140467147,0.10206196901426946,0.05350476082132202
Persistence,5,1,2026-02-17,5,5,3.099999856702547,4.596495966051783,6.130713256059388
Persistence,5,1,2026-02-18,1,186,1.3350513251181485e-07,3.8194459829019173e-07,2.7956414440208563e-07
Persistence,5,1,2026-02-18,2,161,2.385093301689008,5.474389843573655,2.5809025844206857
Persistence,5,1,2026-02-18,3,186,2.9516132073999994,5.884872210851658,3.1757797103312186
Persistence,5,1,2026-02-18,4,172,1.3594964170476849,3.472785458792604,1.8999866357721806
Persistence,5,1,2026-02-18,5,107,3.266355193536848,5.1000631202581115,5.9984429233159995
Persistence,5,1,2026-02-19,1,174,1.4101163994327776e-07,3.948296439377023e-07,2.969687744699384e-07
Persistence,5,1,2026-02-19,2,171,0.46198849582632057,1.9398860764069565,0.4867101802636401
Persistence,5,1,2026-02-19,3,187,0.38235332884217377,1.8625927006575569,0.4005373428486226
Persistence,5,1,2026-02-19,4,170,1.0470590991199755,2.7859943965490213,1.438549047307764
Persistence,5,1,2026-02-19,5,121,3.0371902725598634,5.379598794173596,6.148550775402349
Persistence,5,1,2026-02-20,1,180,1.5856451014428784e-07,4.250460062328138e-07,3.389296472440461e-07
Persistence,5,1,2026-02-20,2,177,0.1563090350038666,1.0666726137272773,0.1635221100463166
Persistence,5,1,2026-02-20,3,184,0.19293516574249497,1.3099742754629997,0.20191563636662496
Persistence,5,1,2026-02-20,4,199,0.8592967816315966,2.4317025376593224,1.1867736067002101
Persistence,5,1,2026-02-20,5,120,3.023611173875944,5.223455809194328,6.128677199624744
Persistence,5,1,2026-02-21,1,226,1.4375679401648117e-07,3.9999193794860274e-07,3.03741993819011e-07
Persistence,5,1,2026-02-21,2,235,0.17304983976817723,1.3561872140854212,0.18473645745618542
Persistence,5,1,2026-02-21,3,238,0.36974828589426983,2.3478937768198085,0.39956817148421575
Persistence,5,1,2026-02-21,4,241,0.9432921519505583,3.0391256458520397,1.1858156801239097
Persistence,5,1,2026-02-21,5,153,1.740740706810603,3.0637145902486433,3.441238191376018
Persistence,5,1,2026-02-22,1,180,1.3692880311092873e-07,3.882138589472568e-07,2.8774511115395154e-07
Persistence,5,1,2026-02-22,2,152,2.450658031530817,5.521638061976419,2.6529285307361157
Persistence,5,1,2026-02-22,3,179,3.022346670584647,5.9710662163677215,3.254618500460709
Persistence,5,1,2026-02-22,4,165,1.4393942209535322,3.5973474714619713,2.0098322650357754
Persistence,5,1,2026-02-22,5,101,3.2425743194934733,4.95049752107333,5.929844712119284
Persistence,5,3,2026-02-16,1,209,1.5944978478660993e-07,4.2607039577711144e-07,3.406978310593167e-07
Persistence,5,3,2026-02-16,2,202,0.10148531886141673,0.5904213426327704,0.10997260632220107
Persistence,5,3,2026-02-16,3,209,0.07575795053652881,0.37041243115899963,0.07645207892413178
Persistence,5,3,2026-02-16,4,203,0.8992887814250214,2.4170112846914447,1.224829345108176
Persistence,5,3,2026-02-16,5,125,3.348444268730301,5.441660836223812,6.845475743922469
Persistence,5,3,2026-02-17,1,5,2.5069724074455735e-08,2.780262635771351e-08,2.7659550646746077e-08
Persistence,5,3,2026-02-17,2,3,1.326754196876815e-07,2.180160156526873e-07,1.3568261979644923e-07
Persistence,5,3,2026-02-17,3,6,3.9058204492903315e-07,3.906944161001623e-07,3.93148923282602e-07
Persistence,5,3,2026-02-17,4,3,0.08333351354747265,0.14433742078211786,0.10700925177301805
Persistence,5,3,2026-02-17,5,1,1.3370637930165685e-08,1.3370637930165685e-08,1.5193906739115626e-08
Persistence,5,3,2026-02-18,1,82,9.172518545250479e-08,2.9764783120396716e-07,1.8123597589403834e-07
Persistence,5,3,2026-02-18,2,63,2.69576729488877,4.622094373724872,2.8642895647193396
Persistence,5,3,2026-02-18,3,88,3.3390154095553104,5.601930867261203,3.548744369729063
Persistence,5,3,2026-02-18,4,75,1.664444737498094,3.919230769897495,2.2774222580617467
Persistence,5,3,2026-02-18,5,42,5.3095238596461805,6.834204386443255,9.151897072202663
Persistence,5,3,2026-02-19,1,64,1.1001196598137142e-07,3.365607625152698e-07,2.239089854877477e-07
Persistence,5,3,2026-02-19,2,75,0.5711113068930039,1.814244060211244,0.5962023993038208
Persistence,5,3,2026-02-19,3,98,0.39795957121889003,1.2265950497045128,0.4056631961566583
Persistence,5,3,2026-02-19,4,72,1.0138891705097128,2.74367961717611,1.3940551400481578
Persistence,5,3,2026-02-19,5,66,3.9469698708342715,6.406311461751425,7.588233233410591
Persistence,5,3,2026-02-20,1,84,1.6754484935940388e-07,4.398731286592553e-07,3.6053548969085386e-07
Persistence,5,3,2026-02-20,2,81,0.27572037441389463,1.4612039339481462,0.2882591620268887
Persistence,5,3,2026-02-20,3,89,0.3707869006550186,1.6069838650498174,0.3841905579214796
Persistence,5,3,2026-02-20,4,128,1.5776912411762658,3.2749701589095275,2.09187869088136
Persistence,5,3,2026-02-20,5,57,4.933723218617766,7.6243642386477966,9.819956268089342
Persistence,5,3,2026-02-21,1,161,1.2554432573171925e-07,3.67283873175101e-07,2.60765313425814e-07
Persistence,5,3,2026-02-21,2,176,0.23106080427666711,1.279533405376262,0.24215758789919295
Persistence,5,3,2026-02-21,3,193,0.3039727518830804,1.9433544261482496,0.3242962577109709
Persistence,5,3,2026-02-21,4,196,0.9308393340536358,2.8178796805602953,1.1922586132762092
Persistence,5,3,2026-02-21,5,123,2.4092139897632334,3.8268718685420273,4.382350288338629
Persistence,5,3,2026-02-22,1,77,9.573480035846665e-08,3.0705454884039477e-07,1.9084804852423198e-07
Persistence,5,3,2026-02-22,2,52,2.78846163363305,4.551932027128097,2.9643933474586124
Persistence,5,3,2026-02-22,3,78,3.1068378667229095,5.2836899428996835,3.3006608030318487
Persistence,5,3,2026-02-22,4,66,1.8156568639700732,4.141489536703637,2.4981914994930907
Persistence,5,3,2026-02-22,5,34,5.044117675805426,6.677381117126571,9.050246873965959
Persistence,5,6,2026-02-16,1,198,1.534227602874263e-07,4.164218735854323e-07,3.2663807845163075e-07
Persistence,5,6,2026-02-16,2,196,0.07321446450486832,0.36459487555909337,0.07864735232522006
Persistence,5,6,2026-02-16,3,199,0.07956486316364371,0.35508815108460584,0.08020317666201422
Persistence,5,6,2026-02-16,4,194,1.2667959195279308,2.9928920065514357,1.7066054903860362
Persistence,5,6,2026-02-16,5,123,4.528522989034954,7.026061022769387,8.79316672957506
Persistence,5,6,2026-02-17,1,11,2.5961977133771474e-08,2.8519194817169617e-08,2.866873369080251e-08
Persistence,5,6,2026-02-17,2,5,2.305377165612299e-07,2.923527187087166e-07,2.3542229129775662e-07
Persistence,5,6,2026-02-17,3,6,3.87269324164663e-07,3.873968204680041e-07,3.9111964209938094e-07
Persistence,5,6,2026-02-17,4,5,3.972074864577735e-07,3.972074864577735e-07,3.972074856490441e-07
Persistence,5,6,2026-02-17,5,1,7.166666749213164,7.166666749213164,14.502529688648302
Persistence,5,6,2026-02-18,1,97,9.539078757590931e-08,3.058899111602323e-07,1.898151686640374e-07
Persistence,5,6,2026-02-18,2,60,2.816111163222337,4.510994777223658,2.992722178309005
Persistence,5,6,2026-02-18,3,106,2.711320970542222,4.594326499769094,2.8670859622123324
Persistence,5,6,2026-02-18,4,91,2.403480076891918,5.015188345965229,3.2338417597299705
Persistence,5,6,2026-02-18,5,51,8.393790944726817,9.813636372866657,14.445096154965176
Persistence,5,6,2026-02-19,1,87,7.428939327304572e-08,2.5089551820249826e-07,1.3859870615087867e-07
Persistence,5,6,2026-02-19,2,91,0.4562273152206238,1.1583284411358388,0.46776888085391616
Persistence,5,6,2026-02-19,3,121,0.32809956260719686,0.9516986128293812,0.3327376815219757
Persistence,5,6,2026-02-19,4,87,1.515517477711987,3.6523776497094222,2.0397302598915026
Persistence,5,6,2026-02-19,5,83,5.579317379155449,7.713231126422921,10.623570558341504
Persistence,5,6,2026-02-20,1,94,2.090201920954643e-07,4.995280520890687e-07,4.573816895239378e-07
Persistence,5,6,2026-02-20,2,108,0.34475330220374506,1.5950639162830451,0.36032481552486967
Persistence,5,6,2026-02-20,3,117,0.43589781802461597,1.6222983715708557,0.44958730664889157
Persistence,5,6,2026-02-20,4,166,2.0441434724692495,3.8555957023137113,2.701647533960158
Persistence,5,6,2026-02-20,5,79,6.028059057515994,8.417240618592146,11.064115733926252
Persistence,5,6,2026-02-21,1,206,1.0993735647832968e-07,3.381193644764083e-07,2.2479717597396028e-07
Persistence,5,6,2026-02-21,2,209,0.19712937659496704,1.10174749271461,0.20563415252216766
Persistence,5,6,2026-02-21,3,221,0.2322779125040495,1.7466480213977176,0.24875230487713712
Persistence,5,6,2026-02-21,4,219,1.144977481097025,3.1047374133045382,1.5313176229783776
Persistence,5,6,2026-02-21,5,144,4.056886441443472,5.679689757841858,7.497930390504621
Persistence,5,6,2026-02-22,1,84,1.056311746643652e-07,3.284825746924592e-07,2.141838289028395e-07
Persistence,5,6,2026-02-22,2,43,2.6275194120623833,4.136324355321228,2.786759522638836
Persistence,5,6,2026-02-22,3,82,2.242073392839244,3.712177424608671,2.3583979073909203
Persistence,5,6,2026-02-22,4,73,2.740639484335236,5.471940192182499,3.7255340480998917
Persistence,5,6,2026-02-22,5,32,7.468229107326117,9.021684378961664,13.073400243495579
Persistence,6,1,2026-02-23,1,224,0.3794644272125323,1.8459387893329156,0.4301454317456082
Persistence,6,1,2026-02-23,2,216,0.42901256376738695,1.7394598354766149,0.4693562368078773
Persistence,6,1,2026-02-23,3,214,0.06074781944951199,0.8886617023448745,0.06497092149684985
Persistence,6,1,2026-02-23,4,225,0.8518518587980819,2.5806975509182872,1.2201438119232197
Persistence,6,1,2026-02-23,5,137,2.993917196459067,4.7245067313957065,6.246038550837278
Persistence,6,1,2026-02-24,1,198,0.09932674708727289,0.5181877510669232,0.11204777981512107
Persistence,6,1,2026-02-24,2,192,0.4131946267905671,1.966884427916049,0.4383336965338616
Persistence,6,1,2026-02-24,3,200,0.5933334719369349,2.5933676133345527,0.6325013928388049
Persistence,6,1,2026-02-24,4,196,1.279761923635068,3.120932680045395,1.668440193626693
Persistence,6,1,2026-02-24,5,125,3.0520000575528283,4.865045371086268,6.035602613033338
Persistence,6,1,2026-02-25,1,248,1.4331563829590587e-07,3.166556761401519e-07,2.739530666607573e-07
Persistence,6,1,2026-02-25,2,250,0.7686668401728491,2.412479137242505,0.8082420933850607
Persistence,6,1,2026-02-25,3,252,0.914682671872354,2.7823077087631343,0.9595967923917658
Persistence,6,1,2026-02-25,4,252,1.0238096068618612,2.588278200275409,1.2174114516212153
Persistence,6,1,2026-02-25,5,157,1.989915249015743,3.4903376329936893,3.671926789382988
Persistence,6,1,2026-02-26,1,260,0.38461552131463367,1.497683406730085,0.4359232120600907
Persistence,6,1,2026-02-26,2,259,0.6628058404941443,3.3338561031044667,0.7408268867408035
Persistence,6,1,2026-02-26,3,263,1.1286439934696475,4.253065000386236,1.228877436630675
Persistence,6,1,2026-02-26,4,255,1.9183006874631459,4.0112721903026145,2.393444100234464
Persistence,6,1,2026-02-26,5,162,2.6949589977459985,4.193907876551195,4.90369146358493
Persistence,6,1,2026-02-27,1,257,0.1251622745023433,0.8260054646282399,0.13712971116802963
Persistence,6,1,2026-02-27,2,259,0.29794101731825273,1.2462084792188393,0.3164700802477822
Persistence,6,1,2026-02-27,3,258,0.527777938390471,2.66534413822412,0.5686216077648417
Persistence,6,1,2026-02-27,4,262,2.384223995195774,5.566255033995872,2.919691384966813
Persistence,6,1,2026-02-27,5,167,2.4940119574116615,3.7216994748504564,4.837739918193939
Persistence,6,1,2026-02-28,1,246,0.02642290391592432,0.29304263436491423,0.0298987260810257
Persistence,6,1,2026-02-28,2,252,0.38227532646139095,1.5534638497469906,0.4010539598282156
Persistence,6,1,2026-02-28,3,246,0.2100272623041919,1.3615743007269245,0.22312089493156412
Persistence,6,1,2026-02-28,4,248,0.6041667461761502,1.6315520553431704,0.8180682520801594
Persistence,6,1,2026-02-28,5,156,1.724358992232693,2.8250254030043056,3.1272557768486844
Persistence,6,3,2026-02-23,1,154,0.3513710133697919,1.3504938477944635,0.3886735138598798
Persistence,6,3,2026-02-23,2,146,0.4299849338118468,1.544125223494532,0.4611623396346838
Persistence,6,3,2026-02-23,3,135,0.09629645805372415,1.118861852061834,0.10299085554794395
Persistence,6,3,2026-02-23,4,157,1.2285917059700882,3.1082853707318607,1.7095908838215694
Persistence,6,3,2026-02-23,5,88,4.719696746139555,6.456699644815991,8.926208890250157
Persistence,6,3,2026-02-24,1,126,0.11904778268656063,0.4162697043492242,0.13335636024627318
Persistence,6,3,2026-02-24,2,93,0.45280783737267016,1.6237403623391278,0.47239327849870466
Persistence,6,3,2026-02-24,3,117,0.684235623873467,2.1432981371908246,0.710672687051551
Persistence,6,3,2026-02-24,4,103,2.355717348721527,4.209179896454703,3.0608804146984716
Persistence,6,3,2026-02-24,5,67,4.201907198643268,6.236912798135952,7.976226897871142
Persistence,6,3,2026-02-25,1,225,1.4435146037309702e-07,3.177158229409394e-07,2.7575188558655065e-07
Persistence,6,3,2026-02-25,2,235,0.5878252230197215,1.7431702265564615,0.6102693396134313
Persistence,6,3,2026-02-25,3,236,0.8345104645259994,2.286451024930102,0.8642291949004762
Persistence,6,3,2026-02-25,4,232,1.1556513872111558,2.537123187877626,1.4024824773700202
Persistence,6,3,2026-02-25,5,139,2.522382193235362,4.030143993120383,4.499682141074299
Persistence,6,3,2026-02-26,1,252,0.3968255255478478,1.2421121035764087,0.44488200930543376
Persistence,6,3,2026-02-26,2,247,0.6176340187481053,2.516594096736214,0.6625607687519979
Persistence,6,3,2026-02-26,3,261,1.1587911292579256,3.534709409770719,1.2300808344087004
Persistence,6,3,2026-02-26,4,237,2.627051131886079,4.451415642001381,3.3410655766608937
Persistence,6,3,2026-02-26,5,152,4.251096608024007,5.633759716730209,7.635795455130926
Persistence,6,3,2026-02-27,1,242,0.13292025206013947,0.6950182173069437,0.1442071916684797
Persistence,6,3,2026-02-27,2,251,0.31053585569800196,1.0857612512675539,0.32737429179872946
Persistence,6,3,2026-02-27,3,246,0.5451672745969403,2.1342543116899715,0.5748057443760474
Persistence,6,3,2026-02-27,4,257,2.752594038983153,4.900727298676375,3.4557083962243738
Persistence,6,3,2026-02-27,5,165,4.043434345711706,5.303091789166532,7.6817158466601665
Persistence,6,3,2026-02-28,1,213,0.030516566778960114,0.2571360300195621,0.03432178887065334
Persistence,6,3,2026-02-28,2,228,0.41045342358533854,1.355768812635385,0.42661604445021284
Persistence,6,3,2026-02-28,3,211,0.23328084348577505,1.1885348399382394,0.2444465428349057
Persistence,6,3,2026-02-28,4,219,0.9037291416103916,2.1574340202501703,1.216618704450274
Persistence,6,3,2026-02-28,5,132,3.0202020126717253,4.386629220159781,5.387834776847221
Persistence,6,6,2026-02-23,1,206,0.3731932499312851,1.4027824281196477,0.41553457400008365
Persistence,6,6,2026-02-23,2,184,0.24637696946727014,0.9984448639112155,0.2623387475977969
Persistence,6,6,2026-02-23,3,193,0.13471518901792964,1.323365152103538,0.1440804073049123
Persistence,6,6,2026-02-23,4,211,1.6394945408955495,3.635912852633019,2.2428424719437
Persistence,6,6,2026-02-23,5,115,5.727729344042913,7.503261319706837,10.793226456285124
Persistence,6,6,2026-02-24,1,163,0.07886855684468413,0.31535832636120315,0.08825285847321067
Persistence,6,6,2026-02-24,2,127,0.48018393347177657,1.470548658029056,0.5000213183026928
Persistence,6,6,2026-02-24,3,145,0.5626054682722872,1.4767187399837562,0.5775759605273036
Persistence,6,6,2026-02-24,4,152,2.9252924044538973,4.814427365911183,3.8014753323423833
Persistence,6,6,2026-02-24,5,93,5.552628566422202,7.34293477990083,9.735274950569782
Persistence,6,6,2026-02-25,1,247,1.4766087969087768e-07,3.2391619383166376e-07,2.8429135147152873e-07
Persistence,6,6,2026-02-25,2,255,0.5978977694690628,1.733511921738555,0.6209552734638263
Persistence,6,6,2026-02-25,3,261,0.8260750107947258,2.188993025672537,0.8530960176260646
Persistence,6,6,2026-02-25,4,258,1.5041020780605268,3.0408981787342255,1.8880063354626604
Persistence,6,6,2026-02-25,5,158,3.7656996426069242,5.448312927278647,6.81473058747476
Persistence,6,6,2026-02-26,1,264,0.38333346517473016,1.1405634229518804,0.4286559855521075
Persistence,6,6,2026-02-26,2,263,0.7863541823786367,2.749729046371434,0.8439046734930359
Persistence,6,6,2026-02-26,3,264,1.2156146224123485,3.356472272677943,1.279556242900627
Persistence,6,6,2026-02-26,4,261,2.943220564648934,4.811699718785915,3.759011284085773
Persistence,6,6,2026-02-26,5,162,5.7586934865504285,7.3804961212289975,10.21127215824773
Persistence,6,6,2026-02-27,1,264,0.12184357576536135,0.622452108111196,0.13187207408112134
Persistence,6,6,2026-02-27,2,264,0.3124476001515565,1.0329742329237124,0.3282245139587055
Persistence,6,6,2026-02-27,3,262,0.556509908034136,2.0820964752339255,0.5824603162804092
Persistence,6,6,2026-02-27,4,264,3.6038616273922703,5.861477250060672,4.545204561752932
Persistence,6,6,2026-02-27,5,168,5.885995442504295,7.3818170908153675,10.877719168776796
Persistence,6,6,2026-02-28,1,197,0.03409489623775541,0.25271230787476456,0.03828384292412571
Persistence,6,6,2026-02-28,2,198,0.32842332593852547,1.1261799689943703,0.3393019068512544
Persistence,6,6,2026-02-28,3,191,0.11576514864907629,0.6313228455618184,0.11915509699289822
Persistence,6,6,2026-02-28,4,198,1.1853114735060128,2.5450802703985063,1.6059254850774602
Persistence,6,6,2026-02-28,5,126,3.8538358337873113,5.309338933333045,6.858851336116243
Ridge,1,1,2026-01-19,1,172,1.015211208846218,1.869386269222267,1.2246496846315045
Ridge,1,1,2026-01-19,2,181,0.8245290260947211,1.951584940138434,0.8609459180360768
Ridge,1,1,2026-01-19,3,169,0.6580787523258367,1.247235912037727,0.6687212250076581
Ridge,1,1,2026-01-19,4,182,1.8823763808924638,2.960933997232286,2.3517263382973423
Ridge,1,1,2026-01-19,5,123,3.1598762884372618,4.700811605721587,6.093212937714482
Ridge,1,1,2026-01-20,1,174,0.8447055597414915,1.235639598989867,1.0082399587220847
Ridge,1,1,2026-01-20,2,171,0.9053444667169225,1.5925804160747332,0.942125317176267
Ridge,1,1,2026-01-20,3,184,0.7605381841244905,1.2624150405528958,0.7730695241090666
Ridge,1,1,2026-01-20,4,173,1.4256184307826048,2.1536060363819813,1.7432735585790164
Ridge,1,1,2026-01-20,5,119,2.7519300765350083,3.8963155476297207,5.488470134362256
Ridge,1,1,2026-01-21,1,193,0.6830713934231298,1.0053491400967836,0.8730549050274297
Ridge,1,1,2026-01-21,2,186,0.7234227033498895,1.0660687494037189,0.751791758317356
Ridge,1,1,2026-01-21,3,188,0.7415464414772412,1.346628994975782,0.7561339420719302
Ridge,1,1,2026-01-21,4,184,1.2388792176177537,1.9567275237925517,1.4944452799871717
Ridge,1,1,2026-01-21,5,102,2.3646164314419615,3.4390438177866955,4.446126594926372
Ridge,1,1,2026-01-22,1,177,0.4705044374627582,0.8306500802751763,0.5923974109105604
Ridge,1,1,2026-01-22,2,186,0.6869259906071489,1.4206843513170204,0.7146004343726875
Ridge,1,1,2026-01-22,3,173,0.47087101578023394,0.5896474587766369,0.4744614147044253
Ridge,1,1,2026-01-22,4,178,1.2170074334305323,1.9031390059720217,1.536519824632072
Ridge,1,1,2026-01-22,5,116,2.6477571355885474,3.5362302748750425,4.874547489275691
Ridge,1,1,2026-01-23,1,197,0.5238160844986814,0.6509940632550828,0.6302298861502421
Ridge,1,1,2026-01-23,2,195,0.5336857722355769,0.6687830001508003,0.5504429228830919
Ridge,1,1,2026-01-23,3,207,0.4840758687632095,0.5895370098365541,0.48731051159223837
Ridge,1,1,2026-01-23,4,207,1.0853964764138926,1.7230338883931546,1.330623501603829
Ridge,1,1,2026-01-23,5,126,2.352344452388703,3.2221766395969027,4.569831032086264
Ridge,1,1,2026-01-24,1,205,1.2688142047664983,2.6822022222135917,1.5131141984631946
Ridge,1,1,2026-01-24,2,208,1.5956678879566684,3.5730548899764014,1.730565487277688
Ridge,1,1,2026-01-24,3,191,1.8247069646758765,4.103842991678877,1.949462693616706
Ridge,1,1,2026-01-24,4,200,2.5957376289367677,4.460811120508017,3.1979953595938184
Ridge,1,1,2026-01-24,5,134,3.2839455865508884,4.38560565489443,6.140027364998367
Ridge,1,1,2026-01-25,1,180,0.6152598698933919,1.0699762838347993,0.7539740863891805
Ridge,1,1,2026-01-25,2,152,2.37185317591617,4.463381115343533,2.530818431920504
Ridge,1,1,2026-01-25,3,179,2.7702726651836374,4.781039016351886,2.9255429772731483
Ridge,1,1,2026-01-25,4,165,1.7735950816761363,2.990304548955471,2.2632789998991503
Ridge,1,1,2026-01-25,5,101,2.5118053171894337,3.454164475310109,4.338495380674863
Ridge,1,3,2026-01-19,1,66,0.9614560933225483,1.8133126273407292,1.1501149638054702
Ridge,1,3,2026-01-19,2,85,0.6424526738185509,1.1838016917709273,0.6606496517601408
Ridge,1,3,2026-01-19,3,68,0.5375430537205117,0.7837519050339508,0.5416563809554511
Ridge,1,3,2026-01-19,4,89,1.7253196421038641,2.812349075139179,2.1776585751292226
Ridge,1,3,2026-01-19,5,62,3.031061459613103,4.140665737118278,5.936138085408713
Ridge,1,3,2026-01-20,1,68,0.7646952236399931,1.201431557741787,0.9101354819353501
Ridge,1,3,2026-01-20,2,73,0.8842391967773438,1.3774184936799625,0.9146081621197094
Ridge,1,3,2026-01-20,3,88,0.6978544755415481,0.9337778826287696,0.7065718220465048
Ridge,1,3,2026-01-20,4,77,1.1770339899764948,1.7163038463452103,1.4424381657040197
Ridge,1,3,2026-01-20,5,60,2.1633695390489365,2.9470512755068823,4.474825751154086
Ridge,1,3,2026-01-21,1,111,0.5479212351389479,0.729935108184755,0.7237545680508886
Ridge,1,3,2026-01-21,2,91,0.6255682920798274,0.9166529039234703,0.6511988755420306
Ridge,1,3,2026-01-21,3,93,0.4150008972970107,0.5655253008602581,0.4198798448224348
Ridge,1,3,2026-01-21,4,91,1.0293176066453347,1.5794808513484315,1.2248190004353174
Ridge,1,3,2026-01-21,5,37,1.623644178694075,2.6233171433578057,2.9907033144711277
Ridge,1,3,2026-01-22,1,71,0.39414515965421454,0.6807254702079796,0.47892343030596735
Ridge,1,3,2026-01-22,2,86,0.5053927990817285,0.7589018397848797,0.520949702236897
Ridge,1,3,2026-01-22,3,68,0.3068128473618451,0.36468819931282415,0.3085237699062631
Ridge,1,3,2026-01-22,4,81,1.0892222526142137,1.5302471907976274,1.4040074104581213
Ridge,1,3,2026-01-22,5,58,1.8895979694936462,2.6770232739454887,3.513934612061927
Ridge,1,3,2026-01-23,1,104,0.573177667764517,0.7396552613227673,0.6620455126420901
Ridge,1,3,2026-01-23,2,101,0.42339324951171875,0.5527903780664483,0.43765715651638804
Ridge,1,3,2026-01-23,3,123,0.457126152224657,0.5596002378270637,0.45963747846222364
Ridge,1,3,2026-01-23,4,129,0.8869346861794113,1.2631100514099685,1.0640941612097357
Ridge,1,3,2026-01-23,5,70,1.7678399827745221,2.352044805230992,3.5434445389372584
Ridge,1,3,2026-01-24,1,129,0.9724269081661147,1.905886364052011,1.1219253839620762
Ridge,1,3,2026-01-24,2,130,1.1420042575933997,2.201974102765079,1.1982230264922433
Ridge,1,3,2026-01-24,3,102,1.454158450523493,2.792541924503174,1.5114346032033497
Ridge,1,3,2026-01-24,4,117,2.4716296037491006,3.9804297006724205,3.0324861240961116
Ridge,1,3,2026-01-24,5,84,3.0207868808161016,3.638765415458557,5.881210061763366
Ridge,1,3,2026-01-25,1,77,0.4226286751883371,0.4891572292625328,0.5057850620598181
Ridge,1,3,2026-01-25,2,52,2.218623479207357,3.2110752100863147,2.3138080663989418
Ridge,1,3,2026-01-25,3,78,2.4090364244249134,3.524052343949255,2.48820045196822
Ridge,1,3,2026-01-25,4,66,1.6638918982611763,2.585648583456191,2.117520062058958
Ridge,1,3,2026-01-25,5,34,2.557389839022768,3.2636089662526317,4.445461702273745
Ridge,1,6,2026-01-19,1,80,0.6582728279961481,1.0636567258009921,0.8243515493211735
Ridge,1,6,2026-01-19,2,94,0.5788816736099567,0.8627157333225173,0.5949666331021981
Ridge,1,6,2026-01-19,3,71,0.47547610287375236,0.6405930961312117,0.47793997649696374
Ridge,1,6,2026-01-19,4,107,1.7567546998971717,2.5037129567101255,2.266928839676581
Ridge,1,6,2026-01-19,5,74,3.111529290139139,3.88918906886291,5.894307265805212
Ridge,1,6,2026-01-20,1,90,0.9913581848144531,1.5102990450340141,1.1303491574814866
Ridge,1,6,2026-01-20,2,94,0.768433834644074,1.0257501479514164,0.7934744522613797
Ridge,1,6,2026-01-20,3,106,0.812788525467399,1.0548805719111558,0.8235457878021076
Ridge,1,6,2026-01-20,4,92,1.2916120114533796,1.6300476654028948,1.5890549766060054
Ridge,1,6,2026-01-20,5,68,1.7743814019595876,2.065899533878616,3.4563671563727993
Ridge,1,6,2026-01-21,1,142,0.5209176005332126,0.6718103419523088,0.7283620318244324
Ridge,1,6,2026-01-21,2,113,0.6047580100090452,0.8326238358663269,0.6263556449075696
Ridge,1,6,2026-01-21,3,109,0.5314064235862243,0.6768682356382412,0.5376304285592456
Ridge,1,6,2026-01-21,4,107,1.0666030408437377,1.2918724753596225,1.1974663234582426
Ridge,1,6,2026-01-21,5,35,1.0786321294875367,1.4978460910100067,1.9141520091703643
Ridge,1,6,2026-01-22,1,99,0.3429251802489409,0.46458232214786216,0.38874315514118285
Ridge,1,6,2026-01-22,2,126,0.41960490393260175,0.5352861708226082,0.43217100692581495
Ridge,1,6,2026-01-22,3,87,0.3195018549075072,0.40894708835553395,0.32136722641025667
Ridge,1,6,2026-01-22,4,101,0.8530381558358471,1.1690162131157529,1.068723062405113
Ridge,1,6,2026-01-22,5,80,1.3646781476338712,1.8505419299470243,2.4117640713449857
Ridge,1,6,2026-01-23,1,133,0.5158196069244155,0.6274495432338443,0.5938371620193393
Ridge,1,6,2026-01-23,2,134,0.43167319226620804,0.5339033245329194,0.4462500494140552
Ridge,1,6,2026-01-23,3,144,0.45243411593967015,0.55914213765264,0.4547267887025106
Ridge,1,6,2026-01-23,4,152,0.8027544925087375,1.0408987248222223,0.9504140795742027
Ridge,1,6,2026-01-23,5,90,1.44520853113245,1.851366197238706,2.638340029321206
Ridge,1,6,2026-01-24,1,161,0.9381947077085757,1.426350413926637,1.0620497940060414
Ridge,1,6,2026-01-24,2,157,1.155406144689518,1.7294317774018537,1.2043064670208592
Ridge,1,6,2026-01-24,3,115,1.268711342926762,1.9075759021677146,1.3025759818532665
Ridge,1,6,2026-01-24,4,139,2.147323751106537,3.247800404451779,2.5793308256871716
Ridge,1,6,2026-01-24,5,97,3.129817884866862,3.69011136050878,6.3884710887377
