model,fold,horizon,forecast_origin,n,MAE,RMSE,sMAPE
HA,5,1,2026-02-18 22:00:00,33,1.4778121023467092,3.165877677496902,1.89145071867525
HA,5,1,2026-02-18 23:00:00,35,2.2281706673758372,4.655977403629818,3.6100975090208767
HA,5,1,2026-02-19 00:00:00,33,2.5779802726976797,4.853678215924948,3.7983660889336073
HA,5,1,2026-02-19 01:00:00,34,2.3178952161003563,4.732742695162742,3.745325592746951
HA,5,1,2026-02-19 02:00:00,35,2.2201338631766183,4.662695399999074,3.6103932288662577
HA,5,1,2026-02-19 03:00:00,34,2.3152478161980126,4.731901277043048,3.744330071040456
HA,5,1,2026-02-19 04:00:00,34,1.8805749556597542,4.296325469538541,3.176585733260151
HA,5,1,2026-02-19 05:00:00,35,1.467565155029297,2.707135906195126,2.8397480036731264
HA,5,1,2026-02-19 06:00:00,35,1.638313729422433,3.2659638930173585,2.8097094890196805
HA,5,1,2026-02-19 07:00:00,34,1.8852916044347428,3.516360327834353,2.909465904237752
HA,5,1,2026-02-19 08:00:00,34,1.0433348487405216,1.5327301717753103,1.6360087317117742
HA,5,1,2026-02-19 09:00:00,35,0.64864992414202,0.8335839156692314,0.8718351389296698
HA,5,1,2026-02-19 10:00:00,34,1.3633558609906364,2.2763279959626233,2.024157955029702
HA,5,1,2026-02-19 11:00:00,35,1.4055359976632253,2.6249396067502695,2.533736420545451
HA,5,1,2026-02-19 12:00:00,35,1.721841321672712,3.3204438455825858,2.6410527189107653
HA,5,1,2026-02-19 13:00:00,35,0.9021449497767857,1.536091215606378,1.4002589725847978
HA,5,1,2026-02-19 14:00:00,34,0.8844942205092486,1.62070325658503,1.6286528572500143
HA,5,1,2026-02-19 15:00:00,33,1.3254081263686672,2.462137578705091,2.4864750703352287
HA,5,1,2026-02-19 16:00:00,37,1.4785368635847762,2.929983049387566,2.392784388612422
HA,5,1,2026-02-19 17:00:00,33,1.671007792154948,3.0893932477028754,2.708637164286154
HA,5,1,2026-02-19 18:00:00,34,1.2347005956313188,2.2294027367117404,1.7931503099613255
HA,5,1,2026-02-19 19:00:00,33,0.8127773169315222,1.2771660373302574,1.2870262787257432
HA,5,1,2026-02-19 20:00:00,35,0.5017935616629464,0.6271912790508178,0.5535271959537374
HA,5,1,2026-02-19 21:00:00,34,1.5368110432344324,3.188379241294803,2.125639655272199
HA,5,1,2026-02-19 22:00:00,34,2.4800777435302734,4.9973781652183025,3.9190053048382243
HA,5,1,2026-02-19 23:00:00,34,3.117749606861788,5.045444159392906,3.9905745143330646
HA,5,1,2026-02-20 00:00:00,35,2.414100319998605,4.893253128921173,3.8877446819647226
HA,5,1,2026-02-20 01:00:00,47,2.306999612361827,4.6151267949057395,3.5474072200728495
HA,5,1,2026-02-20 02:00:00,33,1.942959756562204,4.063094988796244,2.88303284143822
HA,5,1,2026-02-20 03:00:00,48,2.224067449569702,4.559115864373637,3.4336591064257416
HA,5,1,2026-02-20 04:00:00,34,2.4505288741167854,4.820962256479867,3.9426795050509136
HA,5,1,2026-02-20 05:00:00,33,1.424515810879794,3.456623331747487,2.4928756791728364
HA,5,1,2026-02-20 06:00:00,33,1.8779513041178386,3.777588402844491,3.7542010584842367
HA,5,1,2026-02-20 07:00:00,35,1.9704327174595424,3.361072796177247,3.5295806534486065
HA,5,1,2026-02-20 08:00:00,34,1.1454388113582836,2.155148474102684,2.136853731151281
HA,5,1,2026-02-20 09:00:00,34,0.8893299102783203,1.5376261448976076,1.393775516214883
HA,5,1,2026-02-20 10:00:00,34,0.844719269696404,1.3687969593103402,1.3760629664993713
HA,5,1,2026-02-20 11:00:00,35,1.2382451738630023,2.05378798237517,1.9770305745946393
HA,5,1,2026-02-20 12:00:00,34,1.1686623517204733,1.9841542512367532,1.586255793011021
HA,5,1,2026-02-20 13:00:00,33,1.0972564003684304,1.9431307867282326,1.7480984585926203
HA,5,1,2026-02-20 14:00:00,33,1.130471778638435,2.0039790006705775,2.0421280832117854
HA,5,1,2026-02-20 15:00:00,36,1.2996866084911207,2.1587199977350813,1.926112285502679
HA,5,1,2026-02-20 16:00:00,33,2.687946319580078,5.111070153158105,5.436040214462144
HA,5,1,2026-02-20 17:00:00,34,1.3561341902788948,2.5590595676157855,2.3192126549786747
HA,5,1,2026-02-20 18:00:00,46,0.9693593287813489,1.603773456099518,1.4821852911709734
HA,5,1,2026-02-20 19:00:00,33,0.7026592601429332,1.0585307851138746,1.0476553891995068
HA,5,1,2026-02-20 20:00:00,34,0.3907643486471737,0.5064002771697931,0.4407472746324685
HA,5,1,2026-02-20 21:00:00,34,1.6492533964269303,3.4493045320484477,2.1366969150642556
HA,5,1,2026-02-20 22:00:00,28,2.5175586427961076,4.3562579178066105,3.5618338227506543
HA,5,1,2026-02-20 23:00:00,47,1.9542938935841228,4.003086971767212,3.0001374613570415
HA,5,1,2026-02-21 00:00:00,47,3.477393184147828,6.344399527002906,4.346198562289153
HA,5,1,2026-02-21 01:00:00,47,2.283465040490982,4.6118990997880065,3.523586541491688
HA,5,1,2026-02-21 02:00:00,47,2.3062603727300117,4.61514196823356,3.546893140400723
HA,5,1,2026-02-21 03:00:00,49,2.052453255166813,4.341316374771057,3.1783824466557467
HA,5,1,2026-02-21 04:00:00,46,2.057956612628439,4.132914230318643,3.158632445350924
HA,5,1,2026-02-21 05:00:00,48,2.1506267388661704,4.302751163304795,3.2872480325730344
HA,5,1,2026-02-21 06:00:00,51,1.6197009367101334,3.175550478033368,2.2703997611228375
HA,5,1,2026-02-21 07:00:00,33,0.5157886851917614,0.6975385532860076,0.591388414619268
HA,5,1,2026-02-21 08:00:00,45,0.5669418617531102,0.8940844054923034,0.8592285524951228
HA,5,1,2026-02-21 09:00:00,46,1.1835028330485025,2.142617591180537,2.023160980572783
HA,5,1,2026-02-21 10:00:00,33,1.5165687329841382,2.5664863110875467,2.303146897625561
HA,5,1,2026-02-21 11:00:00,45,1.221772681342231,2.198393725417073,2.107965442171295
HA,5,1,2026-02-21 12:00:00,47,1.4086506349820616,2.656913823881706,2.3798644429924143
HA,5,1,2026-02-21 13:00:00,47,1.2970493668360068,2.346237155596592,1.9529669618896084
HA,5,1,2026-02-21 14:00:00,49,1.1164061617689067,1.9217959691218032,1.6898198119551011
HA,5,1,2026-02-21 15:00:00,45,0.900382571750217,1.4853474388942491,1.2031446772049075
HA,5,1,2026-02-21 16:00:00,48,1.0976199838850234,1.9166695349878298,1.8099117627119412
HA,5,1,2026-02-21 17:00:00,46,0.8908588298852894,1.5605598092172133,1.5188292479010352
HA,5,1,2026-02-21 18:00:00,48,1.312218904495239,2.520420740579603,1.9464858464020898
HA,5,1,2026-02-21 19:00:00,47,0.9372142223601644,1.5234469781541686,1.5139060244042553
HA,5,1,2026-02-21 20:00:00,49,0.5410118622033775,0.7366654714262072,0.662985142162753
HA,5,1,2026-02-21 21:00:00,48,1.4134264257219098,2.7394770406526443,1.9903308492123266
HA,5,1,2026-02-21 22:00:00,47,1.985212691286777,3.824421394380421,2.8814460944573037
HA,5,1,2026-02-21 23:00:00,35,1.9870700291224888,4.409525041273211,3.284038376002292
HA,5,1,2026-02-22 00:00:00,33,1.4509779034238872,3.1514177298753,1.857033833663416
HA,5,1,2026-02-22 01:00:00,33,2.029691638368549,4.52455427474153,3.3950975930154703
HA,5,1,2026-02-22 02:00:00,36,2.0927114486694336,4.578027211208421,3.429757647004492
HA,5,1,2026-02-22 03:00:00,34,1.8295994926901424,3.9989949279455983,2.741204903336987
HA,5,1,2026-02-22 04:00:00,33,2.769463857014974,5.261069862443015,4.420467286532795
HA,5,1,2026-02-22 05:00:00,29,1.9007039563409214,3.742358515540184,2.470278218416499
HA,5,1,2026-02-22 06:00:00,36,2.3280274073282876,4.579653911332294,2.747837183330368
HA,5,1,2026-02-22 07:00:00,35,0.7784355163574219,1.249654885647293,1.2312383022904159
HA,5,1,2026-02-22 08:00:00,34,2.726727205164292,4.923823868400122,3.894416047944993
HA,5,1,2026-02-22 09:00:00,35,2.410155596051897,4.360137085364839,3.249276173515779
HA,5,1,2026-02-22 10:00:00,33,2.0146790706750117,3.866493481625948,3.100085738244152
HA,5,1,2026-02-22 11:00:00,36,1.8337182998657227,3.03245175946863,3.0582640518175053
HA,5,1,2026-02-22 12:00:00,35,3.2163856506347654,5.34350523421114,4.556592661308789
HA,5,1,2026-02-22 13:00:00,35,5.852674974714007,8.459538784433638,7.232234045432372
HA,5,1,2026-02-22 14:00:00,35,4.095812661307199,6.640424062657063,6.266594741677796
HA,5,1,2026-02-22 15:00:00,34,2.9964037502513214,5.730441479716284,5.213931587288791
HA,5,1,2026-02-22 16:00:00,34,2.46777904734892,4.63093192496165,3.9380071189355768
HA,5,1,2026-02-22 17:00:00,33,1.5690630132501775,3.034653607401019,2.699057817246701
HA,5,1,2026-02-22 18:00:00,34,2.124707165886374,3.970827097557032,2.873711066283251
HA,5,1,2026-02-22 19:00:00,32,2.9198238849639893,6.114983332739036,3.2746835291139336
HA,5,1,2026-02-22 20:00:00,31,4.238753411077684,6.605513304337663,4.71525893047313
HA,5,1,2026-02-22 21:00:00,34,2.1941128899069393,3.9835286083866515,2.7114054913877776
HA,5,1,2026-02-22 22:00:00,33,1.4778121023467092,3.165877677496902,1.89145071867525
HA,5,3,2026-02-16 00:00:00,51,2.0686645424703634,4.278645587943694,3.184557524706109
HA,5,3,2026-02-16 01:00:00,51,2.076017483646833,4.31549012136488,3.2023277904229026
HA,5,3,2026-02-16 02:00:00,50,1.7800019158257374,3.6798697266210816,2.5481739716370804
HA,5,3,2026-02-16 03:00:00,50,1.2215705532497823,2.1642964535556524,1.7050399385717205
HA,5,3,2026-02-16 04:00:00,50,0.8226052686903206,1.6680384128080474,1.0804972843502487
HA,5,3,2026-02-16 05:00:00,50,1.5860162099202477,3.2830849080852476,2.8042585347000046
HA,5,3,2026-02-16 06:00:00,50,1.5818495432535808,3.1621465181857498,2.917598911855976
HA,5,3,2026-02-16 07:00:00,50,1.4115717654758035,2.6422145171268885,2.5014610860302096
HA,5,3,2026-02-16 08:00:00,49,1.2100026223664924,2.2827319885469968,2.1266815830209476
HA,5,3,2026-02-16 09:00:00,48,1.4085660422289805,2.5762703775926314,2.4314969130159447
HA,5,3,2026-02-16 10:00:00,45,1.4410152764967927,2.7492109762760575,2.6062327644114016
HA,5,3,2026-02-16 11:00:00,45,1.5142699535982103,2.9678159117890486,2.797881855092818
HA,5,3,2026-02-16 12:00:00,47,1.3276527080130072,2.6150024985748943,2.4303990735404093
HA,5,3,2026-02-16 13:00:00,49,1.25123946520747,2.4277855402099298,2.221520898230384
HA,5,3,2026-02-16 14:00:00,51,1.5020855091236252,2.9073974138946728,2.682769355803058
HA,5,3,2026-02-16 15:00:00,49,1.7326275485983782,3.391500392158293,3.1443307341411413
HA,5,3,2026-02-16 16:00:00,33,1.08857553655451,2.577699649683995,2.01673764310958
HA,5,3,2026-02-16 17:00:00,32,0.8919476005766129,1.8887354210614202,1.5424290064556239
HA,5,3,2026-02-16 18:00:00,26,0.7593214083940556,1.3795497012796218,1.1267432249336347
HA,5,3,2026-02-16 19:00:00,35,0.6797416687011719,1.119398984122192,0.9687229015230995
HA,5,3,2026-02-16 20:00:00,37,0.8779008309762404,1.4022778276797534,1.1669545052665096
HA,5,3,2026-02-17 23:00:00,18,0.8510759141710069,2.105762119801961,1.0452397111617784
HA,5,3,2026-02-18 00:00:00,14,0.34048025948660715,0.37593374391116546,0.35076157216938864
HA,5,3,2026-02-18 01:00:00,14,1.3509693145751953,3.9507698814718553,2.614183574198594
HA,5,3,2026-02-18 02:00:00,17,1.6882802177877987,4.174594262029388,2.913291490388577
HA,5,3,2026-02-18 03:00:00,10,2.10235595703125,3.9965064698913673,2.7471628649773785
HA,5,3,2026-02-18 04:00:00,7,1.9001802716936385,3.078124685040362,2.294946180346296
HA,5,3,2026-02-18 05:00:00,15,1.8921618991427949,2.489463707547607,2.1028902889190446
HA,5,3,2026-02-18 06:00:00,17,1.6252766777487366,2.1656495244250515,2.0116458100154353
HA,5,3,2026-02-18 07:00:00,17,1.762048683914484,2.737235411790782,2.593711008179877
HA,5,3,2026-02-18 08:00:00,14,2.7214758736746645,4.533222745798185,3.862258863463811
HA,5,3,2026-02-18 09:00:00,20,2.023468271891276,3.6858757916616005,2.905970802771577
HA,5,3,2026-02-18 10:00:00,17,2.498147253896676,4.008900244385045,4.229773257971309
HA,5,3,2026-02-18 11:00:00,18,3.213836952492043,4.621474106212397,4.800407588425539
HA,5,3,2026-02-18 12:00:00,16,4.266733964284261,5.887552495727879,6.116852853174517
HA,5,3,2026-02-18 13:00:00,15,3.8897540622287323,5.819308663194287,6.002160775812319
HA,5,3,2026-02-18 14:00:00,16,2.1005074977874756,3.90411650696342,3.60226945601689
HA,5,3,2026-02-18 15:00:00,10,2.23508186340332,4.207068934427076,4.364473349707602
HA,5,3,2026-02-18 16:00:00,12,1.0432853698730469,2.6282269951093915,1.465154871770668
HA,5,3,2026-02-18 17:00:00,15,1.8771102905273434,3.0600409653149643,2.179630299928754
HA,5,3,2026-02-18 18:00:00,15,3.0282023111979166,4.338511634598077,3.445435202116323
HA,5,3,2026-02-18 19:00:00,12,2.7411251068115234,4.329652441254969,2.898613111715528
HA,5,3,2026-02-18 20:00:00,16,2.3597990671793614,2.8408469623247483,2.717447753069097
HA,5,3,2026-02-18 21:00:00,13,2.5940168331830926,3.807271083080254,3.2707751448734097
HA,5,3,2026-02-18 22:00:00,15,2.0495752970377605,3.9585204555949276,2.6886249612409614
HA,5,3,2026-02-18 23:00:00,15,1.9215675354003907,4.445544724949425,3.305377184735233
HA,5,3,2026-02-19 00:00:00,11,3.210676366632635,5.843372954175822,5.3907701404515445
HA,5,3,2026-02-19 01:00:00,15,2.4774543762207033,5.3790582114273455,4.8252226415328865
HA,5,3,2026-02-19 02:00:00,18,2.487744437323676,5.2994918030990625,4.606027098674043
HA,5,3,2026-02-19 03:00:00,16,1.4476819833119707,2.621108240353927,2.7144202278790663
HA,5,3,2026-02-19 04:00:00,18,0.4717461621319805,0.6730103378994563,0.706413346258902
HA,5,3,2026-02-19 05:00:00,18,1.7730130089653862,3.1323422773772256,3.3575856297329434
HA,5,3,2026-02-19 06:00:00,12,2.625541792975532,3.8148327623378493,4.5564153688609315
HA,5,3,2026-02-19 07:00:00,13,2.050652821858724,2.4760522936287703,3.0870180797760893
HA,5,3,2026-02-19 08:00:00,17,1.2358239865770524,1.7546711364712626,1.906687329163755
HA,5,3,2026-02-19 09:00:00,16,1.1011139551798501,1.6938187032372647,1.7809566078929318
HA,5,3,2026-02-19 10:00:00,14,1.5883847191220233,2.8034530215871643,2.8737836535356096
HA,5,3,2026-02-19 11:00:00,14,1.1933110555013025,1.7757624952399202,1.574455812101777
HA,5,3,2026-02-19 12:00:00,17,1.1571546068378529,1.6730693498832385,1.5019780573847559
HA,5,3,2026-02-19 13:00:00,14,1.218263989403134,1.9333241137824482,2.1859145750479696
HA,5,3,2026-02-19 14:00:00,14,1.039058957781111,2.013916215425888,2.0035304117424904
HA,5,3,2026-02-19 15:00:00,18,1.336836426346391,2.5422810773012183,2.4159669059992557
HA,5,3,2026-02-19 16:00:00,16,1.7133251031239831,3.043563208158387,2.9836447161300037
HA,5,3,2026-02-19 17:00:00,15,1.7904153611924916,2.7995473043031036,2.9874242445470807
HA,5,3,2026-02-19 18:00:00,16,0.7329626083374015,1.009337009424599,0.8814647587171635
HA,5,3,2026-02-19 19:00:00,16,0.5993898709615069,0.8276578392034821,0.6737596883270952
HA,5,3,2026-02-19 20:00:00,12,0.8987132178412539,1.8367803894092545,1.1020805255120862
HA,5,3,2026-02-19 21:00:00,15,2.3860825432671433,4.214446884526994,3.6840035075290327
HA,5,3,2026-02-19 22:00:00,18,2.901503033108181,4.936925244935939,4.367325180463829
HA,5,3,2026-02-19 23:00:00,22,2.468566374345259,4.471320897287953,3.670143556585774
HA,5,3,2026-02-20 00:00:00,24,2.429772694905599,4.691537620518379,3.6892434415792934
HA,5,3,2026-02-20 01:00:00,30,2.030009460449219,4.20344709955041,3.04067258524608
HA,5,3,2026-02-20 02:00:00,16,2.4211854934692383,4.809098546683619,3.91066979868329
HA,5,3,2026-02-20 03:00:00,20,1.8820873896280919,3.2208990824878927,3.2277994580914338
HA,5,3,2026-02-20 04:00:00,15,1.0058845520019537,1.773832041363115,1.5430444660679998
HA,5,3,2026-02-20 05:00:00,15,2.581970469156901,4.387068388365821,5.523076949347577
HA,5,3,2026-02-20 06:00:00,13,2.3797653393867684,4.125310509251847,5.605870376735463
HA,5,3,2026-02-20 07:00:00,16,1.5200581550598136,2.6558960410339796,2.8443031436809005
HA,5,3,2026-02-20 08:00:00,15,0.9871666802300348,1.9226199555082129,1.8923668612736557
HA,5,3,2026-02-20 09:00:00,17,1.1942732567880667,2.002204052288675,2.081426361664413
HA,5,3,2026-02-20 10:00:00,13,0.880477122771434,1.300953713113081,1.0618889424523343
HA,5,3,2026-02-20 11:00:00,15,1.095197380913629,1.7226489410034755,1.4123381774169739
HA,5,3,2026-02-20 12:00:00,15,0.9413192749023438,1.5624854464389886,1.2195531153983614
HA,5,3,2026-02-20 13:00:00,18,1.4758549913947963,2.3854477844524786,2.494877422162458
HA,5,3,2026-02-20 14:00:00,19,1.9918430172211945,3.4383487458762962,3.544783949942308
HA,5,3,2026-02-20 15:00:00,12,2.7935685758237496,4.374276842874355,5.083502322379522
HA,5,3,2026-02-20 16:00:00,17,2.3798726649066198,3.92809435619535,4.8218914449150345
HA,5,3,2026-02-20 17:00:00,21,1.1474740568292208,1.8548934207246321,1.8316955263183945
HA,5,3,2026-02-20 18:00:00,19,0.668499862938597,0.8395049698105973,0.7977641434660484
HA,5,3,2026-02-20 19:00:00,17,0.7623651541915589,1.113139957408999,0.9492750002981576
HA,5,3,2026-02-20 20:00:00,13,1.6286196586413257,2.8845124977530707,2.1663599446283808
HA,5,3,2026-02-20 21:00:00,18,1.8580169677734375,3.666062121236022,2.410735496709739
HA,5,3,2026-02-20 22:00:00,22,2.291654220735183,3.6976539619763464,2.748194040109659
HA,5,3,2026-02-20 23:00:00,39,2.0917471100462124,3.880591883874552,2.861561633004048
HA,5,3,2026-02-21 00:00:00,39,2.445824767110014,4.255477568900062,3.3258815803687005
HA,5,3,2026-02-21 01:00:00,41,2.345384458216225,4.691698546113923,3.6717198295507427
HA,5,3,2026-02-21 02:00:00,40,2.1703548749287926,4.405065422395675,3.4141935829515093
HA,5,3,2026-02-21 03:00:00,42,2.0144576118105935,4.191925382381663,3.1662631605490326
HA,5,3,2026-02-21 04:00:00,44,1.9184815666892312,3.7517918504788015,2.915374384229187
HA,5,3,2026-02-21 05:00:00,31,1.084199064521379,2.1262685885066306,1.3792966093346612
HA,5,3,2026-02-21 06:00:00,29,0.7511724420890955,1.1273839635616982,0.9177688749956256
HA,5,3,2026-02-21 07:00:00,27,0.5649416574234818,0.7132671598489346,0.6664756195696642
HA,5,3,2026-02-21 08:00:00,26,1.1251405406202009,1.8183451793864616,1.7680098449123618
HA,5,3,2026-02-21 09:00:00,26,1.3746388590233956,2.3516545998848053,2.208733062849888
HA,5,3,2026-02-21 10:00:00,27,1.4155663855281873,2.445675034726309,2.2608669687082577
HA,5,3,2026-02-21 11:00:00,38,1.2298209653263201,2.2781901658459116,1.9332726721991826
HA,5,3,2026-02-21 12:00:00,41,1.2647977792796725,2.343093493696843,1.949360353594451
HA,5,3,2026-02-21 13:00:00,40,1.135160213046604,1.9621387107798691,1.6350111514006964
HA,5,3,2026-02-21 14:00:00,40,0.9567472669813366,1.616167285783938,1.354913559035779
HA,5,3,2026-02-21 15:00:00,39,0.9013367133942086,1.4059999526632279,1.2680513565422296
HA,5,3,2026-02-21 16:00:00,42,1.149951177930075,1.8684122800200094,1.883587011851306
HA,5,3,2026-02-21 17:00:00,41,1.1228536486948724,1.7648521911814377,1.829834046401047
HA,5,3,2026-02-21 18:00:00,42,0.9698532245777267,1.4372716512422783,1.4624445530314638
HA,5,3,2026-02-21 19:00:00,42,0.5331723753106659,0.7158050008241951,0.663588050243124
HA,5,3,2026-02-21 20:00:00,42,1.2820318817461605,2.098279452049165,1.8367639611480864
HA,5,3,2026-02-21 21:00:00,29,1.8147769357966277,3.427151861758532,2.9083582135965176
HA,5,3,2026-02-21 22:00:00,23,1.1506924836531929,2.6289230302587203,1.4420708401717477
HA,5,3,2026-02-21 23:00:00,18,0.8510759141710069,2.105762119801961,1.0452397111617784
HA,5,3,2026-02-22 00:00:00,14,0.34048025948660715,0.37593374391116546,0.35076157216938864
HA,5,3,2026-02-22 01:00:00,14,1.3509693145751953,3.9507698814718553,2.614183574198594
HA,5,3,2026-02-22 02:00:00,17,1.6882802177877987,4.174594262029388,2.913291490388577
HA,5,3,2026-02-22 03:00:00,10,2.10235595703125,3.9965064698913673,2.7471628649773785
HA,5,3,2026-02-22 04:00:00,7,1.9001802716936385,3.078124685040362,2.294946180346296
HA,5,3,2026-02-22 05:00:00,15,1.8810507880316834,2.475000895412191,2.0875549654109697
HA,5,3,2026-02-22 06:00:00,17,1.6546884424546187,2.1997000554747586,2.0638391586921934
HA,5,3,2026-02-22 07:00:00,17,1.8012643701889932,2.768157387467579,2.6341223191606282
HA,5,3,2026-02-22 08:00:00,14,2.745285397484188,4.54813403409186,3.887076926264226
HA,5,3,2026-02-22 09:00:00,20,2.023468271891276,3.6858757916616005,2.905970802771577
HA,5,3,2026-02-22 10:00:00,17,2.517755097033931,4.0464174096864465,4.292581872220138
HA,5,3,2026-02-22 11:00:00,18,3.2416147302698213,4.662908909477074,4.870497880787884
HA,5,3,2026-02-22 12:00:00,16,4.308400630950927,5.9414838795811615,6.208384429780082
HA,5,3,2026-02-22 13:00:00,15,3.9230873955620655,5.86801848940879,6.069921956371164
HA,5,3,2026-02-22 14:00:00,16,2.1317574977874756,3.9820853213754392,3.6896880457981736
HA,5,3,2026-02-22 15:00:00,10,2.2684151967366533,4.2708371585418705,4.473420039095762
HA,5,3,2026-02-22 16:00:00,12,1.0432853698730469,2.6282269951093915,1.4651548717706682
HA,5,3,2026-02-22 17:00:00,15,1.9104436238606766,3.118864006539093,2.21685647341499
HA,5,3,2026-02-22 18:00:00,15,3.0726467556423613,4.403361049127508,3.50057992958901
HA,5,3,2026-02-22 19:00:00,12,2.7797421349419493,4.386421919761412,2.945106830004082
HA,5,3,2026-02-22 20:00:00,16,2.3702157338460283,2.8530562611840207,2.7250726801546716
HA,5,6,2026-02-16 00:00:00,51,1.6358986000609557,3.281852145564796,2.5412497889040493
HA,5,6,2026-02-16 01:00:00,51,1.2623964214117178,2.199689932502331,1.864264225358935
HA,5,6,2026-02-16 02:00:00,51,0.8364729987250429,1.3542915075335176,1.088430175840519
HA,5,6,2026-02-16 03:00:00,51,0.6958852447975168,1.3561692305576432,1.042548015171513
HA,5,6,2026-02-16 04:00:00,51,1.007341802925326,2.018770837936178,1.7574684711530193
HA,5,6,2026-02-16 05:00:00,51,1.338877750637744,2.528985822365257,2.3504573278932295
HA,5,6,2026-02-16 06:00:00,50,1.3894940270317933,2.6679695260996983,2.515680104833927
HA,5,6,2026-02-16 07:00:00,50,1.3339662492540143,2.6060558983277398,2.408234181691948
HA,5,6,2026-02-16 08:00:00,49,1.238688488395846,2.488878507027137,2.2522699791296867
HA,5,6,2026-02-16 09:00:00,49,1.2630649056294059,2.4702314341983653,2.257055481710217
HA,5,6,2026-02-16 10:00:00,49,1.2702644521146669,2.4965378678691543,2.279277872700994
HA,5,6,2026-02-16 11:00:00,50,1.3786908315022783,2.7938127275826776,2.5218068855501126
HA,5,6,2026-02-16 12:00:00,49,1.4381453654663363,2.8759240483304636,2.626252051472786
HA,5,6,2026-02-16 13:00:00,49,1.4230836812060434,2.88257380270828,2.6111772149178014
HA,5,6,2026-02-16 14:00:00,49,1.3054541399689754,2.583970837518242,2.357579601310653
HA,5,6,2026-02-16 15:00:00,47,1.2370959252612244,2.3375231732907285,2.15583250929446
HA,5,6,2026-02-16 16:00:00,46,1.0399538952371343,1.895303396462822,1.785755291474611
HA,5,6,2026-02-16 17:00:00,46,0.5278804779052733,0.7784899898111953,0.7703982552979284
HA,5,6,2026-02-16 18:00:00,21,0.536225733681331,0.7418903820909698,0.66172713593567
HA,5,6,2026-02-17 22:00:00,10,0.2986183166503906,0.3384440762600048,0.31279754823490574
HA,5,6,2026-02-17 23:00:00,18,1.114859898885091,3.485088158410261,2.0984728360384284
HA,5,6,2026-02-18 00:00:00,14,0.3595090593610491,0.397298125364577,0.36778529357859496
HA,5,6,2026-02-18 01:00:00,13,1.4336348900428182,3.5220422314256403,2.6335345355965645
HA,5,6,2026-02-18 02:00:00,19,1.272936007851048,2.494761758551298,2.0082359211914675
HA,5,6,2026-02-18 03:00:00,19,1.3936827408639998,1.8783581677577632,1.989638901117992
HA,5,6,2026-02-18 04:00:00,19,1.1454360560366978,1.5499602692282253,1.3254123004147433
HA,5,6,2026-02-18 05:00:00,19,1.5058666028474506,2.029665187402581,1.7842016044375217
HA,5,6,2026-02-18 06:00:00,20,1.6346501286824549,2.711689076659524,2.370337605606458
HA,5,6,2026-02-18 07:00:00,21,2.1933154393756205,3.5625371295294865,3.086994907456428
HA,5,6,2026-02-18 08:00:00,21,2.840991792224703,4.369238738615501,3.929644652164941
HA,5,6,2026-02-18 09:00:00,22,2.5935890428947683,4.041635156650778,3.8907445248167134
HA,5,6,2026-02-18 10:00:00,21,2.756446402413505,4.383812461260206,4.247752353840203
HA,5,6,2026-02-18 11:00:00,21,2.9478218441917794,4.521628859880288,4.5151202210386385
HA,5,6,2026-02-18 12:00:00,15,2.661954786512587,4.080553583185689,4.161231577816913
HA,5,6,2026-02-18 13:00:00,15,2.5137915039062504,4.15849452288373,3.3321145667737935
HA,5,6,2026-02-18 14:00:00,13,1.0610504150390625,1.6301145594291278,1.0951132872915232
HA,5,6,2026-02-18 15:00:00,13,1.9734258015950514,3.0315707846137996,2.1166120915581343
HA,5,6,2026-02-18 16:00:00,14,2.2029657273065473,3.1546275515488684,2.5303214391426834
HA,5,6,2026-02-18 17:00:00,15,1.5818434990776913,2.423622873284493,1.685863493743748
HA,5,6,2026-02-18 18:00:00,16,1.6790054639180498,2.4362839501559193,1.8774368902874763
HA,5,6,2026-02-18 19:00:00,15,2.312335849338107,3.073537547934923,2.743790221700967
HA,5,6,2026-02-18 20:00:00,15,2.2638953314887136,3.026202010450101,2.7481663142702146
HA,5,6,2026-02-18 21:00:00,15,2.4185564337836367,4.401746259417222,3.863986075443908
HA,5,6,2026-02-18 22:00:00,17,2.3072897967170265,4.711001980011873,3.729693630507649
HA,5,6,2026-02-18 23:00:00,13,3.868181727482722,6.668443685483707,7.04206061662345
HA,5,6,2026-02-19 00:00:00,16,2.7355019410451256,4.548222152289574,4.864905130752431
HA,5,6,2026-02-19 01:00:00,18,1.5511349006935404,2.992080339754163,2.922565156933171
HA,5,6,2026-02-19 02:00:00,17,0.6130732667212396,0.8870342432751781,0.9101377545795001
HA,5,6,2026-02-19 03:00:00,17,0.5186016755945547,0.6531167159842256,0.6566213256564709
HA,5,6,2026-02-19 04:00:00,20,0.9451752853393558,1.4248402366446913,1.4379323186741366
HA,5,6,2026-02-19 05:00:00,14,2.0072152818952285,2.785429766991944,3.394405151947965
HA,5,6,2026-02-19 06:00:00,17,1.5142212961234303,2.4005784811275226,2.563393815134313
HA,5,6,2026-02-19 07:00:00,18,1.3234868084942866,1.9975234807759819,2.142541287995205
HA,5,6,2026-02-19 08:00:00,19,1.2205031813236704,1.8526724547337468,1.9678577522711136
HA,5,6,2026-02-19 09:00:00,20,1.057881088256836,1.7616927284365271,1.7943261265654968
HA,5,6,2026-02-19 10:00:00,16,1.5644307136535651,2.6223128582119606,2.9252753345298297
