model,fold,horizon,forecast_origin,n,MAE,RMSE,sMAPE
Ridge,6,1,2026-02-25 16:00:00,50,0.6209405008951822,0.9273690022987525,0.8390158353754533
Ridge,6,1,2026-02-25 17:00:00,47,0.3365400598404254,0.5021742186568035,0.4245511719055992
Ridge,6,1,2026-02-25 18:00:00,50,0.43783752441406276,0.6694062173921999,0.5789733336299898
Ridge,6,1,2026-02-25 19:00:00,48,2.7451327111985955,4.508837437247285,2.9893518763528726
Ridge,6,1,2026-02-25 20:00:00,47,1.5795315681619848,2.160876834973942,1.7946431221555468
Ridge,6,1,2026-02-25 21:00:00,47,0.8489127734028702,1.7634509534896219,1.1803095677999806
Ridge,6,1,2026-02-25 22:00:00,44,0.6415923436482747,1.3227481051035777,0.9315938679518306
Ridge,6,1,2026-02-25 23:00:00,51,0.5380257999195772,0.8935934171546813,0.6888509723948625
Ridge,6,1,2026-02-26 00:00:00,51,0.5312338436351103,0.7683947174206053,0.6271892132003716
Ridge,6,1,2026-02-26 01:00:00,51,0.6358881183699066,0.8827433944751838,0.7659703941202893
Ridge,6,1,2026-02-26 02:00:00,49,0.6654463008958467,1.344136569834536,0.7972637552809299
Ridge,6,1,2026-02-26 03:00:00,47,0.34092501376537565,0.48783190828387485,0.3850303745566141
Ridge,6,1,2026-02-26 04:00:00,50,0.3596379852294922,0.6791886794077201,0.49756239342513636
Ridge,6,1,2026-02-26 05:00:00,50,1.533475392659505,1.7235487719655607,1.9373200706148523
Ridge,6,1,2026-02-26 06:00:00,51,0.7348200480143229,1.2273111743216127,1.0234488343807047
Ridge,6,1,2026-02-26 07:00:00,49,0.668678413443014,1.4017583073983095,1.1653005500740115
Ridge,6,1,2026-02-26 08:00:00,49,0.4142254161185957,0.5395074249728204,0.5916419466672165
Ridge,6,1,2026-02-26 09:00:00,51,0.4318902009452869,0.691981330312325,0.5363689840643713
Ridge,6,1,2026-02-26 10:00:00,49,0.7560858694063564,0.9127784104822915,1.0813218965808036
Ridge,6,1,2026-02-26 11:00:00,50,2.5645353953043624,4.28497182686768,3.706823164749191
Ridge,6,1,2026-02-26 12:00:00,51,1.0339174706951466,1.7552095598347834,1.6806662457251709
Ridge,6,1,2026-02-26 13:00:00,51,0.5584688872293708,1.016330349864763,0.8113301939205906
Ridge,6,1,2026-02-26 14:00:00,51,0.6556522144990808,0.9194950130472134,0.895670545459393
Ridge,6,1,2026-02-26 15:00:00,50,0.3629655456542969,0.5787978986641722,0.5822723386801352
Ridge,6,1,2026-02-26 16:00:00,50,0.43433827718098955,0.6735596480176753,0.6503973224181958
Ridge,6,1,2026-02-26 17:00:00,50,0.4744219970703123,0.8780577556328589,0.8067569911204638
Ridge,6,1,2026-02-26 18:00:00,51,4.130632113787084,6.178401460857457,5.265250717378315
Ridge,6,1,2026-02-26 19:00:00,48,2.8377609252929688,4.746289019466243,4.010729290715716
Ridge,6,1,2026-02-26 20:00:00,49,2.5418018678418637,3.879323321639312,3.6263416599705542
Ridge,6,1,2026-02-26 21:00:00,51,1.6312940260943245,2.4933533366227922,2.2851315513434134
Ridge,6,1,2026-02-26 22:00:00,49,4.85401742636752,8.84655736267599,5.508109442582046
Ridge,6,1,2026-02-26 23:00:00,51,2.462575900009255,3.5702319445766264,3.0829713947870268
Ridge,6,1,2026-02-27 00:00:00,51,0.4313792060403263,0.8063703550954266,0.540346716004684
Ridge,6,1,2026-02-27 01:00:00,49,0.3484428561463648,0.567169979800091,0.44908795865569306
Ridge,6,1,2026-02-27 02:00:00,48,0.3569346268971761,0.4430234971937663,0.407339229608313
Ridge,6,1,2026-02-27 03:00:00,50,0.33571212768554687,0.46912866910320894,0.42527772207767145
Ridge,6,1,2026-02-27 04:00:00,49,0.35645839146205355,0.5782633978057157,0.4620303723280033
Ridge,6,1,2026-02-27 05:00:00,51,1.3853794422024996,1.6270740499325285,1.6277882457945925
Ridge,6,1,2026-02-27 06:00:00,50,0.9019019063313801,1.7097869892730626,1.388375440268755
Ridge,6,1,2026-02-27 07:00:00,48,0.406022389729818,0.6901625163844783,0.6020859403644853
Ridge,6,1,2026-02-27 08:00:00,50,0.4691296386718751,0.6621784482008273,0.6141611188729297
Ridge,6,1,2026-02-27 09:00:00,50,0.5185653177897137,0.8396998151805126,0.8065297947870022
Ridge,6,1,2026-02-27 10:00:00,50,0.4524879709879556,0.6741139242688939,0.6510588069087668
Ridge,6,1,2026-02-27 11:00:00,49,1.07884034656343,1.6881530119590071,1.6321124558616429
Ridge,6,1,2026-02-27 12:00:00,51,0.6041506598977482,1.0888439334351467,0.7410173528049752
Ridge,6,1,2026-02-27 13:00:00,50,0.5383648681640624,0.6295745652348276,0.6649828672134972
Ridge,6,1,2026-02-27 14:00:00,50,0.4799241892496744,0.6157281989811612,0.6681146586049045
Ridge,6,1,2026-02-27 15:00:00,51,1.7574291104584738,3.6510513385242165,3.3424535632192423
Ridge,6,1,2026-02-27 16:00:00,51,1.5831061469184027,3.3386923417594967,2.722485861893002
Ridge,6,1,2026-02-27 17:00:00,51,0.9054392397014144,1.4528360538777987,1.6054655653037864
Ridge,6,1,2026-02-27 18:00:00,51,4.259894601659838,7.986050590374237,4.992905428984199
Ridge,6,1,2026-02-27 19:00:00,50,2.8171751912434893,3.9245054025450536,3.591068837315605
Ridge,6,1,2026-02-27 20:00:00,51,1.7527736589020373,3.0512130877676085,2.2097137973742647
Ridge,6,1,2026-02-27 21:00:00,51,2.0188760196461395,3.605089869434804,2.3432992927714342
Ridge,6,1,2026-02-27 22:00:00,51,2.0905245612649357,2.9318394307744935,2.5421721737809877
Ridge,6,1,2026-02-27 23:00:00,50,0.93609130859375,1.489747551350301,1.0368984049598042
Ridge,6,1,2026-02-28 00:00:00,51,0.4553524840111826,0.7716669347325623,0.5327843150152545
Ridge,6,1,2026-02-28 01:00:00,49,0.6671936917467182,1.3383184841587243,0.7955883039133586
Ridge,6,1,2026-02-28 02:00:00,51,0.46178772870232077,0.603047461629356,0.5220931164578961
Ridge,6,1,2026-02-28 03:00:00,50,0.4234425354003906,0.6149602317656458,0.5354188734470856
Ridge,6,1,2026-02-28 04:00:00,49,0.9697131980844095,1.9367308117999777,1.190159042894862
Ridge,6,1,2026-02-28 05:00:00,50,1.632237828572591,1.7878847864528966,1.8511966427487312
Ridge,6,1,2026-02-28 06:00:00,51,1.5913493337194902,2.0724397959884264,2.1529029981705294
Ridge,6,1,2026-02-28 07:00:00,51,0.4678739161273231,1.1648966276445676,0.5805731325079845
Ridge,6,1,2026-02-28 08:00:00,50,0.6616071319580079,0.7745572827437497,0.8555896662392576
Ridge,6,1,2026-02-28 09:00:00,50,0.6957713572184244,1.054208638221451,1.0316963405723152
Ridge,6,1,2026-02-28 10:00:00,50,0.5340952809651692,0.6715472771240373,0.680932749306058
Ridge,6,1,2026-02-28 11:00:00,50,0.6395261383056638,0.8213170158752312,0.8562753021151699
Ridge,6,1,2026-02-28 12:00:00,50,0.606018549601237,0.7637000988387747,0.8732557014650107
Ridge,6,1,2026-02-28 13:00:00,50,0.443489100138346,0.6761780398626532,0.6530642003077405
Ridge,6,1,2026-02-28 14:00:00,51,0.8058058545480368,1.2448587350850058,1.155018060640594
Ridge,6,1,2026-02-28 15:00:00,50,1.2892514038085938,1.9588910959878993,1.9778562199169298
Ridge,6,1,2026-02-28 16:00:00,49,0.7126846572979778,1.0352559812772546,0.9666559956218387
Ridge,6,1,2026-02-28 17:00:00,50,1.5179383850097656,1.9159791857934703,1.8843271909521355
Ridge,6,1,2026-02-28 18:00:00,49,2.651146635717275,3.242699254634533,3.4144094738197257
Ridge,6,1,2026-02-28 19:00:00,48,3.2191588613722057,3.7232521172632107,3.7844518100365527
Ridge,6,1,2026-02-28 20:00:00,50,2.223496475219727,2.6152823356189483,2.716573936752056
Ridge,6,1,2026-02-28 21:00:00,50,2.1691014862060545,2.6446629759784255,2.609685295771376
Ridge,6,1,2026-02-28 22:00:00,49,0.585563478015718,0.8885885351490714,0.7008568709389777
Ridge,6,3,2026-02-23 00:00:00,19,0.3402661775287829,0.4352175163087427,0.36136806329898835
Ridge,6,3,2026-02-23 01:00:00,20,0.3894672393798828,0.5005412993930434,0.40153987365544364
Ridge,6,3,2026-02-23 02:00:00,26,0.5886455764118423,0.6939445751864369,0.6546431801294054
Ridge,6,3,2026-02-23 03:00:00,38,1.459755189237539,2.1803462936073363,1.9305724175492518
Ridge,6,3,2026-02-23 04:00:00,40,2.1628169377644864,3.7865500690250107,3.2369383477995326
Ridge,6,3,2026-02-23 05:00:00,39,2.5279090642249815,4.274650446734647,3.9243271820472274
Ridge,6,3,2026-02-23 06:00:00,38,0.8479004575495132,1.3673159010011762,1.347002402760558
Ridge,6,3,2026-02-23 07:00:00,27,0.8646319824972265,1.4504894677679216,1.2365901431313626
Ridge,6,3,2026-02-23 08:00:00,18,1.3249417293218915,2.5400441919469454,2.2108620713388945
Ridge,6,3,2026-02-23 09:00:00,21,0.8419372921898245,1.2982911572288467,1.166091596256724
Ridge,6,3,2026-02-23 10:00:00,29,0.7820402854247112,1.2472186620057664,1.2874280952116706
Ridge,6,3,2026-02-23 11:00:00,38,1.1974794488204152,1.7658838552806295,1.6096224425052468
Ridge,6,3,2026-02-23 12:00:00,38,1.2912989610817003,1.871633624017943,1.5606841879699758
Ridge,6,3,2026-02-23 13:00:00,29,1.2817199385485887,1.9343840289197929,1.730307482831425
Ridge,6,3,2026-02-23 14:00:00,20,0.7273338953653974,1.1921821027342856,1.0468740796821756
Ridge,6,3,2026-02-23 15:00:00,13,0.44414099668845136,0.6738106771736319,0.6751429488688867
Ridge,6,3,2026-02-23 16:00:00,21,0.5983025283409807,0.9352734515501623,0.7129460981717594
Ridge,6,3,2026-02-23 17:00:00,30,0.8842063762523511,1.3741064890228403,1.1876073298945902
Ridge,6,3,2026-02-23 18:00:00,42,1.372527985345749,1.999520943578814,1.624550621479432
Ridge,6,3,2026-02-23 19:00:00,41,1.6258668770311964,2.33774657050342,1.8734874046891545
Ridge,6,3,2026-02-23 20:00:00,32,1.8518702321582357,2.5797083669181227,2.1403987083671563
Ridge,6,3,2026-02-23 21:00:00,21,1.0450269507352634,1.5863282049073362,1.1905159851556726
Ridge,6,3,2026-02-23 22:00:00,17,0.4093792485255823,0.5409673273562511,0.5145659274378483
Ridge,6,3,2026-02-23 23:00:00,23,0.4088906550752945,0.7430888222776146,0.5569724553962132
Ridge,6,3,2026-02-24 00:00:00,20,0.6824798583984375,1.3860812361662398,0.7025381727521304
Ridge,6,3,2026-02-24 01:00:00,19,0.6087955675627056,0.9533643673683402,0.7011644644668047
Ridge,6,3,2026-02-24 02:00:00,21,0.765386490594773,1.2012327152144728,0.9567724269746269
Ridge,6,3,2026-02-24 03:00:00,25,0.7306688774956603,1.1889331832590724,0.8918036443745255
Ridge,6,3,2026-02-24 04:00:00,28,1.1257640596420038,2.3063014285116474,1.817276895252297
Ridge,6,3,2026-02-24 05:00:00,21,1.2806606797314193,2.352708529202344,2.4170292820808044
Ridge,6,3,2026-02-24 06:00:00,25,0.7313290574815544,1.3226307121565877,1.552041227394856
Ridge,6,3,2026-02-24 07:00:00,23,0.6724241321213578,1.2010773895931168,1.305046630084961
Ridge,6,3,2026-02-24 08:00:00,23,1.1065385237984036,1.863677166582702,1.7163614256844548
Ridge,6,3,2026-02-24 09:00:00,16,1.3825964132944746,2.0590102865402455,2.1313668258363525
Ridge,6,3,2026-02-24 10:00:00,16,1.4196325143178297,1.9995235286779585,1.8848083044974806
Ridge,6,3,2026-02-24 11:00:00,13,1.0024706522623696,1.449329362958731,1.1166210814470852
Ridge,6,3,2026-02-24 12:00:00,10,0.5025586446126311,0.6134547836257133,0.5195026318490996
Ridge,6,3,2026-02-24 13:00:00,15,0.6108320448133687,0.8804961196683366,0.6325433458492433
Ridge,6,3,2026-02-24 14:00:00,15,1.0185813056098083,1.181144455458999,1.3202018234860315
Ridge,6,3,2026-02-24 15:00:00,19,0.7606271888777526,0.896163784642885,0.9103566452113225
Ridge,6,3,2026-02-24 16:00:00,22,1.3060432202888257,1.5205807104413995,1.5010785916151865
Ridge,6,3,2026-02-24 17:00:00,24,1.2879031499226892,1.46673305091758,1.4409141500727276
Ridge,6,3,2026-02-24 18:00:00,18,1.0657775313765907,1.2696021311729606,1.1634099042416475
Ridge,6,3,2026-02-24 19:00:00,22,1.2356921109286212,1.515266911446213,1.3875848018402668
Ridge,6,3,2026-02-24 20:00:00,22,1.0731411558209047,1.4510578171297868,1.2198479065262517
Ridge,6,3,2026-02-24 21:00:00,31,1.1545964996447275,1.7325388995531619,1.3624568529276584
Ridge,6,3,2026-02-24 22:00:00,23,0.8329134217782878,1.4719650776708832,0.9459803936195729
Ridge,6,3,2026-02-24 23:00:00,35,1.2051011221749457,1.755627769079607,1.3339988319252933
Ridge,6,3,2026-02-25 00:00:00,36,1.208679646621517,1.6210063659670806,1.3363546622145337
Ridge,6,3,2026-02-25 01:00:00,47,0.9554135478134702,1.2857416268539006,1.1174179728432851
Ridge,6,3,2026-02-25 02:00:00,49,1.4038936848543129,2.5065607374810335,1.8818475244277908
Ridge,6,3,2026-02-25 03:00:00,49,1.691361416494495,3.072223417762346,2.371818021939276
Ridge,6,3,2026-02-25 04:00:00,50,2.2267264387342665,4.203816262324998,3.2632939106968575
Ridge,6,3,2026-02-25 05:00:00,48,2.251660258681686,3.97024703752333,3.276831821267397
Ridge,6,3,2026-02-25 06:00:00,45,1.3659338115174093,2.6157946388662623,2.0067076720623853
Ridge,6,3,2026-02-25 07:00:00,44,0.5634453609736281,1.0818414476722522,0.7928636887078434
Ridge,6,3,2026-02-25 08:00:00,45,0.677866815637659,1.1546109156467537,0.8295080092686741
Ridge,6,3,2026-02-25 09:00:00,46,0.6275063574602057,1.0806327643605922,0.8610745643887618
Ridge,6,3,2026-02-25 10:00:00,42,0.4809058154070811,0.6728323344491086,0.62737910018446
Ridge,6,3,2026-02-25 11:00:00,43,0.6178193893235484,0.8962509769058475,0.7713623801600864
Ridge,6,3,2026-02-25 12:00:00,44,0.5483792333891895,1.0385766309798903,1.0216847421282393
Ridge,6,3,2026-02-25 13:00:00,45,0.7238578513816549,1.1703011242757964,1.0185947380902398
Ridge,6,3,2026-02-25 14:00:00,44,0.8942159980234474,1.2825120240808368,1.2407488659569348
Ridge,6,3,2026-02-25 15:00:00,43,0.6190554498085986,0.8370809400436386,0.7791121780865496
Ridge,6,3,2026-02-25 16:00:00,45,0.528493019386574,0.6911445417449111,0.6601386262631667
Ridge,6,3,2026-02-25 17:00:00,43,1.0439853717498393,1.5352993511160309,1.1148208072728858
Ridge,6,3,2026-02-25 18:00:00,43,1.2521649836261786,1.6445102941425889,1.4223976094747572
Ridge,6,3,2026-02-25 19:00:00,41,1.168909874065783,1.6416784190290448,1.2333250928446822
Ridge,6,3,2026-02-25 20:00:00,39,1.013373622187862,1.395790609810095,1.1551992618037918
Ridge,6,3,2026-02-25 21:00:00,41,0.6916007685467481,1.2815110319662977,0.9330970832615028
Ridge,6,3,2026-02-25 22:00:00,44,0.5002197400488035,0.8693515012911827,0.6061207495059505
Ridge,6,3,2026-02-25 23:00:00,51,0.5401665182674632,0.9460556698643752,0.6895031552160732
Ridge,6,3,2026-02-26 00:00:00,49,0.5343964245854592,0.8043888144447676,0.6115039512820447
Ridge,6,3,2026-02-26 01:00:00,45,0.5002701370804398,0.694267260716901,0.5399906736599455
Ridge,6,3,2026-02-26 02:00:00,44,0.44827409224076703,0.79085740956467,0.5373417868878355
Ridge,6,3,2026-02-26 03:00:00,45,0.37815410472728594,0.5302308036960145,0.4477474458698435
Ridge,6,3,2026-02-26 04:00:00,49,0.6173856307049188,0.8047067616052761,0.750871022957384
Ridge,6,3,2026-02-26 05:00:00,48,0.7525794064557111,1.034753164810193,1.0407028826202798
Ridge,6,3,2026-02-26 06:00:00,47,0.5775848911727292,0.919891529288491,0.8126473985291174
Ridge,6,3,2026-02-26 07:00:00,47,0.6468884713824473,1.1183866319692337,1.0694623223300481
Ridge,6,3,2026-02-26 08:00:00,47,0.4862042149753431,0.6854528709827397,0.569280442456777
Ridge,6,3,2026-02-26 09:00:00,48,1.1862878093013058,1.6215152474797592,1.5133006613563038
Ridge,6,3,2026-02-26 10:00:00,48,1.5597656126375554,2.495128155444778,2.1950438819092724
Ridge,6,3,2026-02-26 11:00:00,50,1.596843032836914,2.645725822353667,2.4825202385611584
Ridge,6,3,2026-02-26 12:00:00,51,0.8107007178346052,1.1222841597512054,1.2392933007953695
Ridge,6,3,2026-02-26 13:00:00,50,0.6041729821099172,0.8908414498040105,0.7809372863047664
Ridge,6,3,2026-02-26 14:00:00,49,0.47941296116835425,0.6148584798795969,0.6389734510999803
Ridge,6,3,2026-02-26 15:00:00,49,0.29368523837757793,0.3804223375761703,0.3752713894993178
Ridge,6,3,2026-02-26 16:00:00,50,1.519485651652019,2.210381183570547,2.0646485339776413
Ridge,6,3,2026-02-26 17:00:00,47,2.482118683222056,3.6929561640903623,3.377537391219167
Ridge,6,3,2026-02-26 18:00:00,46,3.5950863695375013,5.467766448351074,4.9369616856565814
Ridge,6,3,2026-02-26 19:00:00,46,2.3080809220023784,3.952780216322575,3.4748678257048513
Ridge,6,3,2026-02-26 20:00:00,47,2.7052216766573856,3.697793549972501,3.456076399972733
Ridge,6,3,2026-02-26 21:00:00,49,2.2632941421197375,3.3075005135368922,2.5127170866544617
Ridge,6,3,2026-02-26 22:00:00,49,2.207108088902064,3.367064732036493,2.498260099878686
Ridge,6,3,2026-02-26 23:00:00,49,1.6413751891951442,2.371241158284269,2.028494155392553
Ridge,6,3,2026-02-27 00:00:00,46,0.4352542213771654,0.6682070289536777,0.5109543140323136
Ridge,6,3,2026-02-27 01:00:00,45,0.3687862820095486,0.5274087180876484,0.4775014123504355
Ridge,6,3,2026-02-27 02:00:00,45,0.32320923981843175,0.4199184248032214,0.40300094691188165
Ridge,6,3,2026-02-27 03:00:00,48,0.47650686016789184,0.6177657358087242,0.6078548560562589
Ridge,6,3,2026-02-27 04:00:00,48,0.412576737227264,0.5235100307450844,0.5346749857144418
Ridge,6,3,2026-02-27 05:00:00,47,0.5691038361677889,0.7990960814551746,0.8058523755920856
Ridge,6,3,2026-02-27 06:00:00,46,0.8486954693633006,1.570293868501228,1.360285061082945
Ridge,6,3,2026-02-27 07:00:00,46,0.6237457385961568,0.9320720438000304,0.9269497621914751
Ridge,6,3,2026-02-27 08:00:00,48,0.5539650828750048,0.7083743279427922,0.7393756995309612
Ridge,6,3,2026-02-27 09:00:00,47,0.5629309255180623,0.7159560438666467,0.7192606451087696
Ridge,6,3,2026-02-27 10:00:00,48,0.7682539180473039,1.0979933842809775,1.165871668357673
Ridge,6,3,2026-02-27 11:00:00,48,0.8684322657408536,1.2425140785779598,1.223146967086651
Ridge,6,3,2026-02-27 12:00:00,49,0.5352483217408054,0.7426572068772184,0.6640997220360858
Ridge,6,3,2026-02-27 13:00:00,49,0.857812868494566,1.2840284621994975,1.4121526333075378
Ridge,6,3,2026-02-27 14:00:00,50,1.5488553449842661,2.8841784838841367,2.718084360723733
Ridge,6,3,2026-02-27 15:00:00,51,1.9205142418024064,3.6539856546472134,3.482697266361864
Ridge,6,3,2026-02-27 16:00:00,51,2.325284862310538,3.5290799284869716,3.31354913259946
Ridge,6,3,2026-02-27 17:00:00,50,1.6484789699978293,2.4394068921167174,1.8846784050701242
Ridge,6,3,2026-02-27 18:00:00,50,1.947070600721571,2.6254913737896617,2.4377776691488404
Ridge,6,3,2026-02-27 19:00:00,50,1.747931984795464,2.4696997846553312,2.395464517720298
Ridge,6,3,2026-02-27 20:00:00,51,1.6900201519070632,2.4943020414630954,2.068717677479755
Ridge,6,3,2026-02-27 21:00:00,50,1.5002087232801649,2.191695657639536,1.8299100709824316
Ridge,6,3,2026-02-27 22:00:00,50,1.0561534627278646,1.473697820098436,1.2667609516623894
Ridge,6,3,2026-02-27 23:00:00,48,0.6846129982559767,0.940096874168886,0.7882490961576761
Ridge,6,3,2026-02-28 00:00:00,49,0.6258992132416117,0.8511250118559172,0.7399885106369358
Ridge,6,3,2026-02-28 01:00:00,48,0.5526721830721254,0.8575155957405445,0.6724868988772695
Ridge,6,3,2026-02-28 02:00:00,48,0.7050122508296258,1.0226530594934307,0.8431335084721425
Ridge,6,3,2026-02-28 03:00:00,47,0.9477862004129033,1.1912114855909415,1.136977957054551
Ridge,6,3,2026-02-28 04:00:00,48,1.2749255409947142,1.3990725369120594,1.4190757971155479
Ridge,6,3,2026-02-28 05:00:00,50,1.5107644653320313,1.64134803111708,1.793809670483344
Ridge,6,3,2026-02-28 06:00:00,50,0.9308097500271265,1.4799783116317031,1.3071252806995544
Ridge,6,3,2026-02-28 07:00:00,49,0.5348093807021509,0.7753763087807366,0.7221251017344917
Ridge,6,3,2026-02-28 08:00:00,48,0.6796338204984306,0.8499633937976616,0.9865646193063297
Ridge,6,3,2026-02-28 09:00:00,48,0.7281490785104253,1.0062678699820802,1.0443305483792849
Ridge,6,3,2026-02-28 10:00:00,48,0.6337405399039936,0.8141291542912995,0.8707263310498584
Ridge,6,3,2026-02-28 11:00:00,48,0.6072103182474764,0.7779221850206068,0.8338056497470349
Ridge,6,3,2026-02-28 12:00:00,49,0.5772173010032463,0.839337729436878,0.8130753354121875
Ridge,6,3,2026-02-28 13:00:00,49,0.8761445994820448,1.4315887501834215,1.2770691053513086
Ridge,6,3,2026-02-28 14:00:00,48,1.2190708849165173,1.8518916097645817,1.8612320706171743
Ridge,6,3,2026-02-28 15:00:00,47,1.4139561303682076,1.942140991319817,2.0342362975579396
Ridge,6,3,2026-02-28 16:00:00,46,1.7137140006834757,2.131173242682455,2.2369058450323007
Ridge,6,3,2026-02-28 17:00:00,45,2.6363003106764804,3.116228834692212,3.3481182483729004
Ridge,6,3,2026-02-28 18:00:00,45,2.705579338544681,3.314193521959836,3.4301923888953807
Ridge,6,3,2026-02-28 19:00:00,46,2.729382657774405,3.18522395000696,3.3737142660250696
Ridge,6,3,2026-02-28 20:00:00,47,2.293642147776646,2.664224319580618,2.8136701474015577
Ridge,6,6,2026-02-23 00:00:00,39,0.9980812290115575,1.479265901756549,1.2729540015727872
Ridge,6,6,2026-02-23 01:00:00,39,1.3292447255887196,2.064743394624516,1.62999268029106
Ridge,6,6,2026-02-23 02:00:00,43,1.384268614303234,2.174192740657136,1.6815362847624673
Ridge,6,6,2026-02-23 03:00:00,48,1.6863226396066173,2.9393633117492355,2.6595441951295307
Ridge,6,6,2026-02-23 04:00:00,44,1.7665726517186022,2.8678045970116752,2.838471073925088
Ridge,6,6,2026-02-23 05:00:00,42,1.3901486795415323,2.2815268800332147,2.4065874914097445
Ridge,6,6,2026-02-23 06:00:00,42,0.9514201007822839,1.5128858586832032,1.5848721786630084
Ridge,6,6,2026-02-23 07:00:00,43,0.8736408558926848,1.3618526907180424,1.2199280923892302
Ridge,6,6,2026-02-23 08:00:00,43,0.9783581065885162,1.624314461848396,1.2871235434053894
Ridge,6,6,2026-02-23 09:00:00,41,1.107605906747544,1.690917222546582,1.4984425710256604
Ridge,6,6,2026-02-23 10:00:00,39,0.956408923983235,1.359827046390689,1.397314289770746
Ridge,6,6,2026-02-23 11:00:00,39,0.9666654103162288,1.455223274701151,1.2154866244333267
Ridge,6,6,2026-02-23 12:00:00,36,0.9841727009526008,1.5536621725399897,1.1907198082341621
Ridge,6,6,2026-02-23 13:00:00,36,1.1150213359314718,1.6425069379590322,1.4269766656016787
Ridge,6,6,2026-02-23 14:00:00,37,0.826948799385323,1.3518200438888268,1.0165603448083094
Ridge,6,6,2026-02-23 15:00:00,38,0.8389164015563603,1.3184317289383272,1.0160376609905497
Ridge,6,6,2026-02-23 16:00:00,38,1.0054263042427636,1.4669231665873916,1.1578947454772504
Ridge,6,6,2026-02-23 17:00:00,41,1.3472072446249355,1.956190444012065,1.6497512540880364
Ridge,6,6,2026-02-23 18:00:00,42,1.4152136848086396,2.0747448401384796,1.60157936327191
Ridge,6,6,2026-02-23 19:00:00,33,1.2287501582392946,1.9889564137065965,1.3737884398230091
Ridge,6,6,2026-02-23 20:00:00,31,1.2034918562913028,1.897460842077494,1.3851611449755576
Ridge,6,6,2026-02-23 21:00:00,24,0.7910952179520218,1.6669266301366499,0.8880710133598582
Ridge,6,6,2026-02-23 22:00:00,23,0.6233095915421195,1.3816652079264375,0.6588862511835714
Ridge,6,6,2026-02-23 23:00:00,28,0.5185707455589659,1.0343519106831771,0.5638776251893621
Ridge,6,6,2026-02-24 00:00:00,30,0.5364378526475695,0.8476428816010548,0.6013754905379554
Ridge,6,6,2026-02-24 01:00:00,30,0.6847054629855681,1.0922704595000134,0.8210321626624565
Ridge,6,6,2026-02-24 02:00:00,28,0.8514346531459266,1.3865358418138876,1.0957116905382442
Ridge,6,6,2026-02-24 03:00:00,34,0.6840990178725296,1.3572846271846086,1.1425150189652076
Ridge,6,6,2026-02-24 04:00:00,32,0.636092948913574,1.0977436591197083,0.9507393011038562
Ridge,6,6,2026-02-24 05:00:00,27,0.8529993598843792,1.1739186532398904,1.2146192319869782
Ridge,6,6,2026-02-24 06:00:00,24,0.6298739115397142,0.8624345984166203,0.8453056356787884
Ridge,6,6,2026-02-24 07:00:00,19,0.9163307859186524,1.4447700096161127,1.6232132986708128
Ridge,6,6,2026-02-24 08:00:00,21,0.953468992848874,1.3765797373962099,1.4896667077912846
Ridge,6,6,2026-02-24 09:00:00,16,0.9907332897186274,1.3790615798094141,1.494274515424838
Ridge,6,6,2026-02-24 10:00:00,16,1.0261525472005202,1.4729677739860898,1.2898064223781929
Ridge,6,6,2026-02-24 11:00:00,13,0.8338554382324224,1.0153737348783964,0.9243405876204405
Ridge,6,6,2026-02-24 12:00:00,19,0.8866599501224989,1.0772941055414564,1.0276447543154585
Ridge,6,6,2026-02-24 13:00:00,20,0.8115085220336914,0.9109361954822289,0.9209232951131245
Ridge,6,6,2026-02-24 14:00:00,21,1.022387985956101,1.1771739456681403,1.186166312317408
Ridge,6,6,2026-02-24 15:00:00,23,1.1009857398876248,1.1827577454645153,1.2222432606861828
Ridge,6,6,2026-02-24 16:00:00,32,1.320743815104167,1.5397105251971457,1.642188333380863
Ridge,6,6,2026-02-24 17:00:00,31,1.1821876854024904,1.5011454182377424,1.3394830571784755
Ridge,6,6,2026-02-24 18:00:00,31,1.1860651487945237,1.4368201538423104,1.3424538489387563
Ridge,6,6,2026-02-24 19:00:00,30,0.7424887932671448,0.9514458992189939,0.8016208010672833
Ridge,6,6,2026-02-24 20:00:00,41,0.9699201754438191,1.4177968014561178,1.2377307067088958
Ridge,6,6,2026-02-24 21:00:00,46,1.067949857112866,1.472022477965618,1.3166443951332083
Ridge,6,6,2026-02-24 22:00:00,46,0.764874630619362,1.0926107259345996,0.9215045258141864
Ridge,6,6,2026-02-24 23:00:00,50,0.8628208821614581,1.151315858561902,1.0657219464530303
Ridge,6,6,2026-02-25 00:00:00,50,1.308370432535807,1.8257267992031465,1.688000277856156
Ridge,6,6,2026-02-25 01:00:00,51,1.550116472098822,2.6314321884768086,2.151364883929849
Ridge,6,6,2026-02-25 02:00:00,51,1.9943286870819297,3.6831447251215566,2.858410192386589
Ridge,6,6,2026-02-25 03:00:00,51,1.9314403359406918,3.695552924281512,2.8833475238990567
Ridge,6,6,2026-02-25 04:00:00,51,1.7477547040951797,3.276279150505687,2.634704595447418
Ridge,6,6,2026-02-25 05:00:00,51,1.4469048410719003,2.4650283161823268,2.11127472146976
Ridge,6,6,2026-02-25 06:00:00,51,0.9558480505849798,1.5726260537734469,1.377727508773477
Ridge,6,6,2026-02-25 07:00:00,48,0.5884312753324156,0.942749713855964,0.8558487659224664
Ridge,6,6,2026-02-25 08:00:00,48,0.46149290402730214,0.7163762144131215,0.5923290214433797
