path,accessible,size_bytes,modified_time,sha256,relevant_line_count,content_copied
C:\Users\DELL\AppData\Roaming\Microsoft\Windows\PowerShell\PSReadLine\ConsoleHost_history.txt,True,1384,2026-06-30T08:57:47,64f202323c138c2dfa66694cda98240d9f2fdd47d858b6369e4be30d8fe07342,0,False
C:\Users\DELL\.bash_history,False,,,,,False
